chrn,change_position
chr8,4880000
chr8,16440000
chr8,16440000
chr8,48920000
chr8,48920000
chr8,54160000
chr8,54160000
chr8,55440000
chr8,55440000
chr8,55680000
chr8,55680000
chr8,58040000
chr8,58040000
chr8,62720000
chr8,62720000
chr8,80040000
chr8,80040000
chr8,89880000
chr8,90240000
chr8,103640000
chr8,103640000
chr8,139960000
chr8,139960000
chr8,140400000
chr8,140400000
chr9,10320000
chr9,10320000
chr9,23880000
chr9,22480000
chr9,23480000
chr9,23880000
chr9,24680000
chr9,24680000
chr9,84480000
chr9,84480000
chr9,84720000
chr9,85240000
chr9,90560000
chr9,90560000
chr9,90760000
chr9,90760000
chr9,106120000
chr9,106920000
chr9,113800000
chr9,113800000
chr9,125800000
chr9,125800000
chr9,139960000
chr9,139960000
chr10,8080000
chr10,8920000
chr10,27640000
chr10,28040000
chr10,35280000
chr10,35280000
chr10,43960000
chr10,43960000
chr10,56840000
chr10,57040000
chr10,58200000
chr10,58200000
chr10,69600000
chr10,69600000
chr10,71160000
chr10,71160000
chr10,80400000
chr10,80400000
chr10,88440000
chr10,88440000
chr10,94840000
chr10,94840000
chr10,95080000
chr10,95080000
chr10,102640000
chr10,102640000
chr10,110320000
chr10,110320000
chr10,126480000
chr10,126480000
chr10,127400000
chr10,127400000
chr11,13400000
chr11,13760000
chr11,24520000
chr11,24520000
chr11,35240000
chr11,35240000
chr11,39400000
chr11,39400000
chr11,40320000
chr11,40320000
chr11,41440000
chr11,41440000
chr11,46640000
chr11,46640000
chr11,63960000
chr11,63960000
chr11,76040000
chr11,76040000
chr11,124240000
chr11,124240000
chr12,14640000
chr12,14640000
chr12,23360000
chr12,23360000
chr12,24240000
chr12,25000000
chr12,47800000
chr12,47800000
chr12,59280000
chr12,59280000
chr12,79000000
chr12,79000000
chr12,86640000
chr12,86640000
chr12,86920000
chr12,86920000
chr12,92200000
chr12,92520000
chr12,93400000
chr12,92200000
chr13,24840000
chr13,24840000
chr13,25120000
chr13,25320000
chr13,39600000
chr13,39600000
chr13,40640000
chr13,41280000
chr13,41640000
chr13,40640000
chr13,75280000
chr13,75280000
chr13,102160000
chr13,102160000
chr13,105840000
chr13,105840000
chr14,33480000
chr14,33880000
chr14,34280000
chr14,33480000
chr14,42560000
chr14,42560000
chr14,44640000
chr14,43960000
chr14,44360000
chr14,44640000
chr14,54400000
chr14,54400000
chr14,57640000
chr14,57640000
chr14,74960000
chr14,74960000
chr14,85600000
chr14,85600000
chr15,65600000
chr15,65600000
chr15,74200000
chr15,73080000
chr15,73560000
chr15,74200000
chr15,86760000
chr15,88200000
chr16,9000000
chr16,9000000
chr16,57280000
chr16,57280000
chr16,65720000
chr16,65720000
chr17,14200000
chr17,13520000
chr17,13920000
chr17,14200000
chr17,28800000
chr17,28800000
chr17,29080000
chr17,29080000
chr17,31320000
chr17,31640000
chr17,32120000
chr17,32120000
chr17,32480000
chr17,31320000
chr17,31640000
chr17,32480000
chr17,39480000
chr17,39480000
chr17,47360000
chr17,47360000
chr17,49040000
chr17,49040000
chr17,77400000
chr17,77400000
chr18,2080000
chr18,2080000
chr18,8040000
chr18,8040000
chr18,46560000
chr18,46560000
chr18,49880000
chr18,49880000
chr18,65560000
chr18,65560000
chr19,31520000
chr19,31520000
chr19,37440000
chr19,37440000
chr20,3640000
chr20,4200000
chr20,10400000
chr20,10640000
chr20,52840000
chr20,52840000
chr22,22720000
chr22,22720000
chr22,25840000
chr22,25840000
chr22,33200000
chr22,33200000
chr22,33400000
chr22,33400000
chr22,34280000
chr22,34280000
chr22,34800000
chr22,34800000
chr22,46960000
chr22,46960000
chrX,14560000
chrX,14560000
chrX,19560000
chrX,19560000
chrX,19920000
chrX,19920000
chrX,24080000
chrX,24280000
chrX,34960000
chrX,34960000
chrX,36920000
chrX,36920000
chrX,65960000
chrX,65960000
chrX,66720000
chrX,66720000
chrX,101320000
chrX,101720000
chrX,121920000
chrX,122560000
chrX,130960000
chrX,130960000
chrX,135600000
chrX,135600000
chr2,78600000
chr2,78600000
chr2,79240000
chr2,79480000
chr5,57080000
chr5,57080000
chr6,85480000
chr6,85480000
chr6,163560000
chr6,163560000
chr7,63080000
chr7,63080000
chr11,99600000
chr11,99600000
chr12,90520000
chr12,90520000
chr13,47960000
chr13,47960000
chr15,63920000
chr15,63920000
chr21,23280000
chr21,23280000
chr21,24160000
chr21,24800000
chrX,116120000
chrX,116680000
chr1,12080000
chr1,14320000
chr1,26360000
chr1,31840000
chr1,32080000
chr1,45160000
chr1,47920000
chr1,57040000
chr1,57880000
chr1,72520000
chr1,78000000
chr1,81280000
chr1,97400000
chr1,108680000
chr1,110080000
chr1,119560000
chr1,147960000
chr1,150520000
chr1,155160000
chr1,166800000
chr1,176320000
chr1,182040000
chr1,186280000
chr1,186360000
chr1,201400000
chr1,203480000
chr1,211320000
chr1,234600000
chr1,237080000
chr1,247000000
chr2,9560000
chr2,32400000
chr2,39000000
chr2,52560000
chr2,55920000
chr2,76840000
chr2,86360000
chr2,113320000
chr2,130040000
chr2,133320000
chr2,156880000
chr2,174240000
chr2,184960000
chr2,200120000
chr2,205560000
chr2,207960000
chr2,239720000
chr2,241440000
chr3,27320000
chr3,29840000
chr3,31680000
chr3,57920000
chr3,66220000
chr3,69480000
chr3,84560000
chr3,99200000
chr3,107640000
chr3,111280000
chr3,114080000
chr3,117720000
chr3,124040000
chr3,124920000
chr3,141000000
chr3,153760000
chr3,154440000
chr3,163640000
chr3,175680000
chr4,2480000
chr4,8000000
chr4,23680000
chr4,48280000
chr4,79400000
chr4,79520000
chr4,80840000
chr4,107800000
chr4,113520000
chr4,115640000
chr4,124040000
chr4,127120000
chr4,128040000
chr4,132600000
chr4,146120000
chr4,163080000
chr4,183840000
chr4,188840000
chr5,8720000
chr5,17520000
chr5,38400000
chr5,50640000
chr5,67120000
chr5,74200000
chr5,78280000
chr5,81920000
chr5,93840000
chr5,94880000
chr5,97680000
chr5,100240000
chr5,106200000
chr5,108280000
chr5,120960000
chr5,122360000
chr5,124080000
chr5,125160000
chr5,132800000
chr5,139560000
chr5,147760000
chr5,152520000
chr5,158840000
chr5,178000000
chr6,760000
chr6,22000000
chr6,29320000
chr6,32200000
chr6,37280000
chr6,39880000
chr6,43600000
chr6,51400000
chr6,65040000
chr6,71720000
chr6,72800000
chr6,73320000
chr6,74360000
chr6,77600000
chr6,80200000
chr6,81320000
chr6,96920000
chr6,97040000
chr6,129880000
chr6,132240000
chr6,133480000
chr6,135320000
chr6,168760000
chr7,3240000
chr7,5520000
chr7,20360000
chr7,24840000
chr7,47960000
chr7,52520000
chr7,80560000
chr7,93240000
chr7,96040000
chr7,106440000
chr7,151880000
chr8,29600000
chr8,32960000
chr8,57360000
chr8,59960000
chr8,70000000
chr8,78320000
chr8,84040000
chr8,84720000
chr8,96880000
chr8,117480000
chr8,121640000
chr8,124240000
chr8,144160000
chr9,2200000
chr9,33920000
chr9,81400000
chr9,87280000
chr9,102560000
chr9,104080000
chr9,112160000
chr9,123320000
chr9,124280000
chr10,2400000
chr10,4280000
chr10,19000000
chr10,23360000
chr10,29640000
chr10,29800000
chr10,34520000
chr10,43320000
chr10,63800000
chr10,77000000
chr10,84160000
chr10,93520000
chr10,98760000
chr11,38320000
chr11,63240000
chr11,84280000
chr11,86000000
chr11,91000000
chr11,96720000
chr11,106600000
chr11,109800000
chr11,114600000
chr12,10360000
chr12,13880000
chr12,20560000
chr12,50480000
chr12,57880000
chr12,66240000
chr12,74320000
chr12,75720000
chr12,87680000
chr12,93400000
chr12,105520000
chr12,113400000
chr12,120720000
chr13,25960000
chr13,33680000
chr13,42720000
chr13,43880000
chr13,46720000
chr13,65440000
chr13,72840000
chr13,73640000
chr13,90600000
chr13,93360000
chr14,32400000
chr14,36560000
chr14,38080000
chr14,53520000
chr14,86080000
chr14,94120000
chr14,96440000
chr14,101720000
chr15,48000000
chr15,49920000
chr15,51440000
chr15,69240000
chr15,69320000
chr15,70800000
chr15,78840000
chr15,85120000
chr15,100880000
chr16,2680000
chr16,6160000
chr16,9720000
chr16,19080000
chr16,30440000
chr16,68280000
chr16,68400000
chr16,69800000
chr16,80920000
chr17,1960000
chr17,4600000
chr17,8880000
chr17,34960000
chr17,37680000
chr17,40080000
chr17,60480000
chr17,62440000
chr18,12040000
chr18,37760000
chr18,61160000
chr19,2160000
chr19,7920000
chr19,8000000
chr19,9680000
chr19,19120000
chr19,35520000
chr19,41160000
chr19,45400000
chr19,46800000
chr19,53680000
chr20,13280000
chr20,14720000
chr20,15920000
chr20,17920000
chr20,21080000
chr20,31440000
chr20,38880000
chr20,50720000
chr20,55680000
chr22,28440000
chr22,45560000
chrX,39120000
chrX,42120000
chrX,43800000
chrX,44720000
chrX,45160000
chrX,49640000
chrX,72520000
chrX,74200000
chrX,103520000
chrX,105640000
chrX,111040000
chrX,118240000
chrX,118640000
chrX,120160000
chrX,122880000
chrX,129480000
chrX,132400000
chrX,137840000
