	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
5	HMEC_rep1	all	500000	73.1065370112531	30850	0.7547376582399217
6	HMEC_rep1	all	600000	57.66956008867425	30826	0.7547376582399217
7	HMEC_rep1	all	700000	46.37187295497146	30802	0.7547376582399217
8	HMEC_rep1	all	800000	38.29870407146275	30778	0.7547376582399217
9	HMEC_rep1	all	900000	32.178214837463834	30754	0.7547376582399217
10	HMEC_rep1	all	1000000	27.629220256512685	30730	0.7547376582399217
11	HMEC_rep1	all	1100000	23.634411206620964	30706	0.7547376582399217
12	HMEC_rep1	all	1200000	20.590340182604074	30682	0.7547376582399217
13	HMEC_rep1	all	1300000	18.168898898014127	30658	0.7547376582399217
14	HMEC_rep1	all	1400000	15.977761046754502	30634	0.7547376582399217
15	HMEC_rep1	all	1500000	14.38419750846571	30610	0.7547376582399217
16	HMEC_rep1	all	1600000	12.890218680275446	30586	0.7547376582399217
17	HMEC_rep1	all	1700000	11.723777622755998	30562	0.7547376582399217
18	HMEC_rep1	all	1800000	10.546446887469621	30538	0.7547376582399217
19	HMEC_rep1	all	1900000	9.846614811601599	30514	0.7547376582399217
20	HMEC_rep1	all	2000000	9.033146115611505	30490	0.7547376582399217
21	HMEC_rep1	all	2100000	8.418138667716232	30466	0.7547376582399217
22	HMEC_rep1	all	2200000	7.8684256395945935	30442	0.7547376582399217
23	HMEC_rep1	all	2300000	7.058892198575667	30418	0.7547376582399217
24	HMEC_rep1	all	2400000	6.722057886327789	30394	0.7547376582399217
25	HMEC_rep1	all	2500000	6.205170121009335	30370	0.7547376582399217
26	HMEC_rep1	all	2600000	5.818327654152264	30346	0.7547376582399217
27	HMEC_rep1	all	2700000	5.530707106172863	30322	0.7547376582399217
28	HMEC_rep1	all	2800000	5.248698497192341	30298	0.7547376582399217
29	HMEC_rep1	all	2900000	4.997356553187428	30274	0.7547376582399217
30	HMEC_rep1	all	3000000	4.7105011936902486	30250	0.7547376582399217
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HCC70_rep2	all	0	1251.311881157364	30970	0.6479507767741632
1	HCC70_rep2	all	100000	437.37351750183365	30946	0.6479507767741632
2	HCC70_rep2	all	200000	189.68021686392075	30922	0.6479507767741632
3	HCC70_rep2	all	300000	130.7738619016876	30898	0.6479507767741632
4	HCC70_rep2	all	400000	98.05409935918692	30874	0.6479507767741632
5	HCC70_rep2	all	500000	77.12669651779237	30850	0.6479507767741632
6	HCC70_rep2	all	600000	62.778380731399665	30826	0.6479507767741632
7	HCC70_rep2	all	700000	52.06515179296884	30802	0.6479507767741632
8	HCC70_rep2	all	800000	44.18289115923571	30778	0.6479507767741632
9	HCC70_rep2	all	900000	37.99020593037999	30754	0.6479507767741632
10	HCC70_rep2	all	1000000	33.138701558621705	30730	0.6479507767741632
11	HCC70_rep2	all	1100000	28.950013004342612	30706	0.6479507767741632
12	HCC70_rep2	all	1200000	25.711883722927112	30682	0.6479507767741632
13	HCC70_rep2	all	1300000	23.101081482287167	30658	0.6479507767741632
14	HCC70_rep2	all	1400000	20.619736901836482	30634	0.6479507767741632
15	HCC70_rep2	all	1500000	18.66330898222254	30610	0.6479507767741632
16	HCC70_rep2	all	1600000	17.04474016603796	30586	0.6479507767741632
17	HCC70_rep2	all	1700000	15.51503617622697	30562	0.6479507767741632
18	HCC70_rep2	all	1800000	14.353556781148155	30538	0.6479507767741632
19	HCC70_rep2	all	1900000	13.266508368132712	30514	0.6479507767741632
20	HCC70_rep2	all	2000000	12.432861533651534	30490	0.6479507767741632
21	HCC70_rep2	all	2100000	11.575737652892569	30466	0.6479507767741632
22	HCC70_rep2	all	2200000	10.995510484975691	30442	0.6479507767741632
23	HCC70_rep2	all	2300000	10.24827398191822	30418	0.6479507767741632
24	HCC70_rep2	all	2400000	9.648262593644167	30394	0.6479507767741632
25	HCC70_rep2	all	2500000	9.102323812245926	30370	0.6479507767741632
26	HCC70_rep2	all	2600000	8.689123977610805	30346	0.6479507767741632
27	HCC70_rep2	all	2700000	8.29800414515399	30322	0.6479507767741632
28	HCC70_rep2	all	2800000	7.857789557450326	30298	0.6479507767741632
29	HCC70_rep2	all	2900000	7.4987060211802	30274	0.6479507767741632
30	HCC70_rep2	all	3000000	7.137738588508308	30250	0.6479507767741632
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HCC70_rep1	all	0	1183.7720157483386	30970	0.6352603946799282
1	HCC70_rep1	all	100000	430.33573219821886	30946	0.6352603946799282
2	HCC70_rep1	all	200000	188.94801840527157	30922	0.6352603946799282
3	HCC70_rep1	all	300000	130.42124577078255	30898	0.6352603946799282
4	HCC70_rep1	all	400000	98.45891563924	30874	0.6352603946799282
5	HCC70_rep1	all	500000	77.70960268502908	30850	0.6352603946799282
6	HCC70_rep1	all	600000	63.7389485164691	30826	0.6352603946799282
7	HCC70_rep1	all	700000	53.103703925909734	30802	0.6352603946799282
8	HCC70_rep1	all	800000	45.12601330868191	30778	0.6352603946799282
9	HCC70_rep1	all	900000	38.976075586639666	30754	0.6352603946799282
10	HCC70_rep1	all	1000000	33.943770601988284	30730	0.6352603946799282
11	HCC70_rep1	all	1100000	29.78095037050458	30706	0.6352603946799282
12	HCC70_rep1	all	1200000	26.471981125995498	30682	0.6352603946799282
13	HCC70_rep1	all	1300000	23.56555419279637	30658	0.6352603946799282
14	HCC70_rep1	all	1400000	21.21641850029436	30634	0.6352603946799282
15	HCC70_rep1	all	1500000	19.313066300624158	30610	0.6352603946799282
16	HCC70_rep1	all	1600000	17.568516184171905	30586	0.6352603946799282
17	HCC70_rep1	all	1700000	15.925743481862431	30562	0.6352603946799282
18	HCC70_rep1	all	1800000	14.727113248897039	30538	0.6352603946799282
19	HCC70_rep1	all	1900000	13.661817211063932	30514	0.6352603946799282
20	HCC70_rep1	all	2000000	12.802348231582648	30490	0.6352603946799282
21	HCC70_rep1	all	2100000	11.924952655037286	30466	0.6352603946799282
22	HCC70_rep1	all	2200000	11.37983512000387	30442	0.6352603946799282
23	HCC70_rep1	all	2300000	10.53236808451644	30418	0.6352603946799282
24	HCC70_rep1	all	2400000	9.904557409185108	30394	0.6352603946799282
25	HCC70_rep1	all	2500000	9.30531412223944	30370	0.6352603946799282
26	HCC70_rep1	all	2600000	8.866685489488194	30346	0.6352603946799282
27	HCC70_rep1	all	2700000	8.42063329513217	30322	0.6352603946799282
28	HCC70_rep1	all	2800000	8.02842506596697	30298	0.6352603946799282
29	HCC70_rep1	all	2900000	7.683543184692335	30274	0.6352603946799282
30	HCC70_rep1	all	3000000	7.261437281129347	30250	0.6352603946799282
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	BT549_rep2	all	0	1627.146991087267	30970	1.0
1	BT549_rep2	all	100000	417.0846687639799	30946	1.0
2	BT549_rep2	all	200000	177.50095138559027	30922	1.0
3	BT549_rep2	all	300000	118.25305404430324	30898	1.0
4	BT549_rep2	all	400000	86.61282916905522	30874	1.0
5	BT549_rep2	all	500000	66.70160625358233	30850	1.0
6	BT549_rep2	all	600000	53.40926136244791	30826	1.0
7	BT549_rep2	all	700000	43.88261830067493	30802	1.0
8	BT549_rep2	all	800000	36.986888618705564	30778	1.0
9	BT549_rep2	all	900000	31.52690217434554	30754	1.0
10	BT549_rep2	all	1000000	27.92970572255354	30730	1.0
11	BT549_rep2	all	1100000	24.28543321343815	30706	1.0
12	BT549_rep2	all	1200000	21.594729484112214	30682	1.0
13	BT549_rep2	all	1300000	19.381572802885287	30658	1.0
14	BT549_rep2	all	1400000	17.435635784750072	30634	1.0
15	BT549_rep2	all	1500000	16.058476563812278	30610	1.0
16	BT549_rep2	all	1600000	14.663972180682642	30586	1.0
17	BT549_rep2	all	1700000	13.408575589556872	30562	1.0
18	BT549_rep2	all	1800000	12.506921409831701	30538	1.0
19	BT549_rep2	all	1900000	11.689448522862	30514	1.0
20	BT549_rep2	all	2000000	10.924760797477548	30490	1.0
21	BT549_rep2	all	2100000	10.337804010150052	30466	1.0
22	BT549_rep2	all	2200000	9.759619832864205	30442	1.0
23	BT549_rep2	all	2300000	9.138012137418464	30418	1.0
24	BT549_rep2	all	2400000	8.658872498338297	30394	1.0
25	BT549_rep2	all	2500000	8.147485681733043	30370	1.0
26	BT549_rep2	all	2600000	7.8037089661371875	30346	1.0
27	BT549_rep2	all	2700000	7.384061988691078	30322	1.0
28	BT549_rep2	all	2800000	7.141199056548682	30298	1.0
29	BT549_rep2	all	2900000	6.785332172189143	30274	1.0
30	BT549_rep2	all	3000000	6.521215093588538	30250	1.0
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	BT549_rep1	all	0	1739.1895608624882	30970	0.9398356061513266
1	BT549_rep1	all	100000	412.8222516589867	30946	0.9398356061513266
2	BT549_rep1	all	200000	176.45055521933804	30922	0.9398356061513266
3	BT549_rep1	all	300000	117.58465103067161	30898	0.9398356061513266
4	BT549_rep1	all	400000	85.86986975014432	30874	0.9398356061513266
5	BT549_rep1	all	500000	65.8291718204391	30850	0.9398356061513266
6	BT549_rep1	all	600000	52.250469365166325	30826	0.9398356061513266
7	BT549_rep1	all	700000	43.15317266310018	30802	0.9398356061513266
8	BT549_rep1	all	800000	36.21392571841419	30778	0.9398356061513266
9	BT549_rep1	all	900000	31.26638333871436	30754	0.9398356061513266
10	BT549_rep1	all	1000000	27.139446649747025	30730	0.9398356061513266
11	BT549_rep1	all	1100000	23.819710948499647	30706	0.9398356061513266
12	BT549_rep1	all	1200000	21.137411565085742	30682	0.9398356061513266
13	BT549_rep1	all	1300000	18.963175594568416	30658	0.9398356061513266
14	BT549_rep1	all	1400000	17.14346468092704	30634	0.9398356061513266
15	BT549_rep1	all	1500000	15.775390658981356	30610	0.9398356061513266
16	BT549_rep1	all	1600000	14.453557297025219	30586	0.9398356061513266
17	BT549_rep1	all	1700000	13.161792729123755	30562	0.9398356061513266
18	BT549_rep1	all	1800000	12.308440162692554	30538	0.9398356061513266
19	BT549_rep1	all	1900000	11.534893669732224	30514	0.9398356061513266
20	BT549_rep1	all	2000000	10.780313634952867	30490	0.9398356061513266
21	BT549_rep1	all	2100000	10.203242796274994	30466	0.9398356061513266
22	BT549_rep1	all	2200000	9.571779957867498	30442	0.9398356061513266
23	BT549_rep1	all	2300000	8.941194888125262	30418	0.9398356061513266
24	BT549_rep1	all	2400000	8.393298969381945	30394	0.9398356061513266
25	BT549_rep1	all	2500000	7.9517074166932415	30370	0.9398356061513266
26	BT549_rep1	all	2600000	7.654460755583539	30346	0.9398356061513266
27	BT549_rep1	all	2700000	7.329777895213897	30322	0.9398356061513266
28	BT549_rep1	all	2800000	7.0887912817585415	30298	0.9398356061513266
29	BT549_rep1	all	2900000	6.8971875618950795	30274	0.9398356061513266
30	BT549_rep1	all	3000000	6.418728816837484	30250	0.9398356061513266
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	MB231	all	0	1065.556840949933	30970	0.6999558451152786
1	MB231	all	100000	499.540540889265	30946	0.6999558451152786
2	MB231	all	200000	231.07235223908924	30922	0.6999558451152786
3	MB231	all	300000	158.02038936234547	30898	0.6999558451152786
4	MB231	all	400000	117.4069749040117	30874	0.6999558451152786
5	MB231	all	500000	91.4904259446384	30850	0.6999558451152786
6	MB231	all	600000	73.39980885093658	30826	0.6999558451152786
7	MB231	all	700000	60.3934141526068	30802	0.6999558451152786
8	MB231	all	800000	50.62842490329314	30778	0.6999558451152786
9	MB231	all	900000	43.08935732129722	30754	0.6999558451152786
10	MB231	all	1000000	37.10158545007504	30730	0.6999558451152786
11	MB231	all	1100000	32.28314243765063	30706	0.6999558451152786
12	MB231	all	1200000	28.234406840434797	30682	0.6999558451152786
13	MB231	all	1300000	25.018228648127426	30658	0.6999558451152786
14	MB231	all	1400000	22.113346325728383	30634	0.6999558451152786
15	MB231	all	1500000	19.83599442236717	30610	0.6999558451152786
16	MB231	all	1600000	18.03016361380342	30586	0.6999558451152786
17	MB231	all	1700000	16.18689701216126	30562	0.6999558451152786
18	MB231	all	1800000	14.640984714516325	30538	0.6999558451152786
19	MB231	all	1900000	13.501410442615624	30514	0.6999558451152786
20	MB231	all	2000000	12.511649421139605	30490	0.6999558451152786
21	MB231	all	2100000	11.573048825794467	30466	0.6999558451152786
22	MB231	all	2200000	10.824746396343066	30442	0.6999558451152786
23	MB231	all	2300000	9.923292440736558	30418	0.6999558451152786
24	MB231	all	2400000	9.249766752502905	30394	0.6999558451152786
25	MB231	all	2500000	8.714463101278945	30370	0.6999558451152786
26	MB231	all	2600000	8.171422737102121	30346	0.6999558451152786
27	MB231	all	2700000	7.7051931019642375	30322	0.6999558451152786
28	MB231	all	2800000	7.2855602199979375	30298	0.6999558451152786
29	MB231	all	2900000	6.881833056651795	30274	0.6999558451152786
30	MB231	all	3000000	6.5646398771873375	30250	0.6999558451152786
