"","HMECchr","HMECstart","HMECend","HMECEV","HMECcompartment","TNBCchr","TNBCstart","TNBCend","TNBCEV","TNBCcompartment","D.EV","compartment","sample_maha","padj"
"45","chr1",79100000,79200000,-28.10198,"B","chr1",79100000,79200000,-1.522202,"B",26.579778,"BB",7.67488578462855,0.0533151797087112
"46","chr1",82100000,82200000,-20.41065,"B","chr1",82100000,82200000,16.561106,"A",36.971756,"BA",15.2095087749082,0.00218523226214574
"47","chr1",82300000,82400000,-18.91202,"B","chr1",82300000,82400000,15.8793,"A",34.79132,"BA",13.7588711880918,0.0031749963663485
"48","chr1",82900000,83000000,-32.45547,"B","chr1",82900000,83000000,0.782406,"A",33.237876,"BA",7.63071820539549,0.0591849080660531
"49","chr1",83200000,83300000,-41.727245,"B","chr1",83200000,83300000,-5.399694,"B",36.327551,"BB",9.99246157130974,0.0150507756405442
"50","chr1",83400000,83500000,-47.14163,"B","chr1",83400000,83500000,-6.353986,"B",40.787644,"BB",15.136449374848,0.001841715334052
"51","chr1",83500000,83600000,-45.054525,"B","chr1",83500000,83600000,0.683834,"A",45.738359,"BA",24.2991866018677,2.60981080621046e-05
"52","chr1",84000000,84100000,-50.552845,"B","chr1",84000000,84100000,-17.328422,"B",33.224423,"BB",8.00339663388375,0.0498126066476548
"53","chr1",84300000,84400000,-29.39226,"B","chr1",84300000,84400000,7.213566,"A",36.605826,"BA",10.0342364168298,0.0220257765041089
"54","chr1",84400000,84500000,-12.54251,"B","chr1",84400000,84500000,23.457876,"A",36.000386,"BA",12.4558389663195,0.00480114817437314
"55","chr1",84500000,84600000,-10.264935,"B","chr1",84500000,84600000,25.545956,"A",35.810891,"BA",16.8463554753137,0.00092552592747954
"56","chr1",85800000,85900000,-2.953005,"B","chr1",85800000,85900000,36.526378,"A",39.479383,"BA",31.6908307362383,3.2088880001565e-06
"57","chr1",86100000,86200000,-13.47304,"B","chr1",86100000,86200000,14.459948,"A",27.932988,"BA",8.0067480914923,0.0752410964761814
"58","chr1",86200000,86300000,-38.61357,"B","chr1",86200000,86300000,-2.130958,"B",36.482612,"BB",14.0568323307628,0.0048150815449769
"59","chr1",89100000,89200000,-30.8555,"B","chr1",89100000,89200000,11.436908,"A",42.292408,"BA",27.4412083613083,7.97267804277874e-06
"60","chr1",89500000,89600000,-21.17728,"B","chr1",89500000,89600000,11.063854,"A",32.241134,"BA",7.33763260431956,0.0642176704898993
"61","chr1",92100000,92200000,-30.762655,"B","chr1",92100000,92200000,-2.683974,"B",28.078681,"BB",9.45439020367963,0.0279064113718293
"62","chr1",92200000,92300000,-16.26689,"B","chr1",92200000,92300000,10.055274,"A",26.322164,"BA",8.76547237073952,0.0329600724658204
"63","chr1",97600000,97700000,-13.477985,"B","chr1",97600000,97700000,19.367012,"A",32.844997,"BA",12.2591078221869,0.0123550122799734
"64","chr1",97800000,97900000,-18.987735,"B","chr1",97800000,97900000,12.232984,"A",31.220719,"BA",8.61110181046471,0.0592600469203618
"65","chr1",97900000,98000000,-18.52815,"B","chr1",97900000,98000000,13.421034,"A",31.949184,"BA",9.59003776403128,0.021801850958928
"66","chr1",98000000,98100000,-18.519265,"B","chr1",98000000,98100000,17.237,"A",35.756265,"BA",17.1037913983336,0.00110493331058218
"67","chr1",98100000,98200000,-11.237515,"B","chr1",98100000,98200000,21.30267,"A",32.540185,"BA",13.1230304307111,0.00740223951049004
"68","chr1",98200000,98300000,-8.761385,"B","chr1",98200000,98300000,22.874324,"A",31.635709,"BA",11.8464482506192,0.0126840704040046
"69","chr1",98300000,98400000,3.7643,"A","chr1",98300000,98400000,33.280566,"A",29.516266,"AA",12.3807594224576,0.00939120377833441
"70","chr1",98400000,98500000,-3.286655,"B","chr1",98400000,98500000,26.368942,"A",29.655597,"BA",11.3197753775402,0.0154169440523649
"71","chr1",101700000,101800000,-28.183295,"B","chr1",101700000,101800000,4.59189,"A",32.775185,"BA",7.13236050675152,0.0829539764880323
"72","chr1",105600000,105700000,-44.114875,"B","chr1",105600000,105700000,-5.319364,"B",38.795511,"BB",8.46889091941242,0.0633075081094469
"73","chr1",112400000,112500000,24.94578,"A","chr1",112400000,112500000,-21.324442,"B",-46.270222,"AB",19.6608052097101,0.00023648277518202
"74","chr1",112500000,112600000,24.50433,"A","chr1",112500000,112600000,-22.79299,"B",-47.29732,"AB",24.7378457939163,2.27505491408718e-05
"75","chr1",112600000,112700000,27.30882,"A","chr1",112600000,112700000,-29.475086,"B",-56.783906,"AB",78.9714583801761,9.05190620364912e-17
"76","chr1",112700000,112800000,20.80123,"A","chr1",112700000,112800000,-25.275328,"B",-46.076558,"AB",22.6113520363546,6.14905818113751e-05
"77","chr1",112800000,112900000,30.71626,"A","chr1",112800000,112900000,-20.889162,"B",-51.605422,"AB",43.5551648318835,2.77005908571444e-09
"78","chr1",115300000,115400000,37.834885,"A","chr1",115300000,115400000,0.173144,"A",-37.661741,"AA",9.78203966831088,0.0233971320354815
"79","chr1",116300000,116400000,36.21593,"A","chr1",116300000,116400000,-2.525776,"B",-38.741706,"AB",19.2592231285366,0.00037999808274269
"80","chr1",116400000,116500000,33.25833,"A","chr1",116400000,116500000,-8.113564,"B",-41.371894,"AB",22.781403128073,8.16671233483191e-05
"81","chr1",119600000,119700000,-25.88482,"B","chr1",119600000,119700000,11.225832,"A",37.110652,"BA",20.3046537472374,0.00016329721806431
"82","chr1",121400000,121500000,-68.874225,"B","chr1",121400000,121500000,23.986058,"A",92.860283,"BA",470.110820016333,7.49008200397762e-100
"83","chr1",146500000,146600000,21.285105,"A","chr1",146500000,146600000,-14.757168,"B",-36.042273,"AB",9.47712981974948,0.0391273325692895
"84","chr1",147200000,147300000,25.693415,"A","chr1",147200000,147300000,-0.82931,"B",-26.522725,"AB",7.98108471780438,0.0516466672966968
"85","chr1",152000000,152100000,39.424325,"A","chr1",152000000,152100000,4.716762,"A",-34.707563,"AA",8.93133293871686,0.0361505857188307
"86","chr1",152100000,152200000,34.620645,"A","chr1",152100000,152200000,-6.313948,"B",-40.934593,"AB",20.8972961984407,0.00011254918811399
"87","chr1",152200000,152300000,34.747685,"A","chr1",152200000,152300000,-28.110968,"B",-62.858653,"AB",132.309365853321,6.84329029702119e-28
"88","chr1",152300000,152400000,39.760505,"A","chr1",152300000,152400000,-24.428074,"B",-64.188579,"AB",149.913730896759,1.24569761149057e-31
"89","chr1",152400000,152500000,41.433545,"A","chr1",152400000,152500000,-22.95122,"B",-64.384765,"AB",176.638293886176,2.30254299620269e-37
"90","chr1",152500000,152600000,32.65837,"A","chr1",152500000,152600000,-28.673978,"B",-61.332348,"AB",119.303302770292,3.01679518336576e-25
"91","chr1",152600000,152700000,34.960345,"A","chr1",152600000,152700000,-29.720454,"B",-64.680799,"AB",163.489150163705,1.9410680730183e-34
"92","chr1",152700000,152800000,44.82812,"A","chr1",152700000,152800000,-30.385416,"B",-75.213536,"AB",331.497965765165,3.90644823291009e-70
"93","chr1",152800000,152900000,40.51963,"A","chr1",152800000,152900000,-10.581744,"B",-51.101374,"AB",89.5113092657225,4.45024109304781e-19
"94","chr1",152900000,153000000,44.118995,"A","chr1",152900000,153000000,-17.319638,"B",-61.438633,"AB",183.372941935117,6.71358699808312e-39
"95","chr1",153000000,153100000,41.95179,"A","chr1",153000000,153100000,-12.411122,"B",-54.362912,"AB",118.482349777399,3.94803377974866e-25
"96","chr1",153100000,153200000,41.024985,"A","chr1",153100000,153200000,-16.900514,"B",-57.925499,"AB",113.331563433658,4.543647972827e-24
"97","chr1",153200000,153300000,41.1248,"A","chr1",153200000,153300000,-18.810772,"B",-59.935572,"AB",108.082450265976,1.12302862396684e-22
"98","chr1",153300000,153400000,42.519205,"A","chr1",153300000,153400000,4.08603,"A",-38.433175,"AA",20.5449464852721,0.0001576298810966
"99","chr1",162600000,162700000,-11.37301,"B","chr1",162600000,162700000,24.223684,"A",35.596694,"BA",20.4035661687488,0.00025711009597185
"100","chr1",163200000,163300000,-33.35433,"B","chr1",163200000,163300000,2.073548,"A",35.427878,"BA",7.70480630383845,0.0866891184251415
"101","chr1",175200000,175300000,-4.27373,"B","chr1",175200000,175300000,-34.390212,"B",-30.116482,"BB",10.0919166250304,0.0213901210004262
"102","chr1",176200000,176300000,-14.41178,"B","chr1",176200000,176300000,-41.395304,"B",-26.983524,"BB",9.24931626906132,0.049083182108132
"103","chr1",176300000,176400000,-18.03647,"B","chr1",176300000,176400000,-43.263944,"B",-25.227474,"BB",7.29028735295677,0.0984276125673663
"104","chr1",176800000,176900000,-5.05583,"B","chr1",176800000,176900000,-36.94399,"B",-31.88816,"BB",12.0376943198702,0.0226315238090289
"105","chr1",176900000,177000000,-2.397305,"B","chr1",176900000,177000000,-37.916228,"B",-35.518923,"BB",18.4144984323762,0.00044937723775033
"106","chr1",177000000,177100000,-9.05977,"B","chr1",177000000,177100000,-37.880632,"B",-28.820862,"BB",8.73121456924546,0.0926555984673766
"107","chr1",177100000,177200000,0.75913,"A","chr1",177100000,177200000,-35.981694,"B",-36.740824,"AB",19.7199908882323,0.0002414796272988
"108","chr1",177200000,177300000,9.75899,"A","chr1",177200000,177300000,-35.7228,"B",-45.48179,"AB",40.8820316238665,1.09024114818806e-08
"109","chr1",177300000,177400000,6.39592,"A","chr1",177300000,177400000,-40.978272,"B",-47.374192,"AB",50.2006559963089,2.89236636388054e-10
"110","chr1",177400000,177500000,2.007825,"A","chr1",177400000,177500000,-42.03757,"B",-44.045395,"AB",39.2084265642228,6.10013417239431e-08
"111","chr1",177500000,177600000,-5.64902,"B","chr1",177500000,177600000,-38.090928,"B",-32.441908,"BB",12.8005340911718,0.00860836490338374
"112","chr1",177600000,177700000,-11.76265,"B","chr1",177600000,177700000,-45.149356,"B",-33.386706,"BB",18.3093061047906,0.00137075061328852
"113","chr1",177700000,177800000,-6.45248,"B","chr1",177700000,177800000,-43.193166,"B",-36.740686,"BB",24.5938370661404,2.4401194973162e-05
"114","chr1",177800000,177900000,7.848255,"A","chr1",177800000,177900000,-41.74934,"B",-49.597595,"AB",60.516930714126,1.03030974480169e-12
"115","chr1",177900000,178000000,10.66421,"A","chr1",177900000,178000000,-21.685204,"B",-32.349414,"AB",9.41494046741113,0.0389641337444217
"116","chr1",181200000,181300000,-8.084295,"B","chr1",181200000,181300000,-35.03788,"B",-26.953585,"BB",6.84737396298908,0.0982562448027891
"117","chr1",184100000,184200000,16.82278,"A","chr1",184100000,184200000,-20.060226,"B",-36.883006,"AB",18.1371034598429,0.00045378830911587
"118","chr1",184200000,184300000,14.0805,"A","chr1",184200000,184300000,-19.576024,"B",-33.656524,"AB",12.712248018012,0.00577001509818333
"119","chr1",184300000,184400000,29.328595,"A","chr1",184300000,184400000,-0.870097999999999,"B",-30.198693,"AB",9.80920711320697,0.0198868736953517
"120","chr1",184400000,184500000,27.018725,"A","chr1",184400000,184500000,-0.523043999999999,"B",-27.541769,"AB",9.23149434887808,0.0242051508006423
"121","chr1",184500000,184600000,30.103025,"A","chr1",184500000,184600000,-2.386996,"B",-32.490021,"AB",14.8797174493687,0.0020270307931064
"122","chr1",185700000,185800000,22.526555,"A","chr1",185700000,185800000,-18.272706,"B",-40.799261,"AB",10.516260040441,0.0154557131490298
"123","chr1",193000000,193100000,-16.92696,"B","chr1",193000000,193100000,16.829764,"A",33.756724,"BA",13.1732340941953,0.00524834191833107
"124","chr1",197100000,197200000,-42.20731,"B","chr1",197100000,197200000,5.071806,"A",47.279116,"BA",31.4907328113498,1.2917940734977e-06
"125","chr1",198500000,198600000,-12.519515,"B","chr1",198500000,198600000,20.148696,"A",32.668211,"BA",8.88448408853489,0.0522182723924342
"126","chr1",204800000,204900000,35.642225,"A","chr1",204800000,204900000,-6.72013,"B",-42.362355,"AB",12.9135939337602,0.00588584469488122
"127","chr1",206900000,207000000,38.909605,"A","chr1",206900000,207000000,9.374184,"A",-29.535421,"AA",9.91052217308381,0.018652968637822
"128","chr1",207000000,207100000,44.690465,"A","chr1",207000000,207100000,16.034948,"A",-28.655517,"AA",12.9277771149536,0.00391265153727374
"129","chr1",207100000,207200000,44.078805,"A","chr1",207100000,207200000,17.417894,"A",-26.660911,"AA",10.3565949757863,0.0157081612723909
"130","chr1",207200000,207300000,43.77642,"A","chr1",207200000,207300000,14.153278,"A",-29.623142,"AA",17.4183058623957,0.0005823455490568
"131","chr1",207300000,207400000,32.341365,"A","chr1",207300000,207400000,6.931042,"A",-25.410323,"AA",8.514089013498,0.0303865043109267
"132","chr1",207600000,207700000,28.68227,"A","chr1",207600000,207700000,-7.958738,"B",-36.641008,"AB",21.2874694200578,9.04167105308306e-05
"133","chr1",207700000,207800000,27.292315,"A","chr1",207700000,207800000,-10.517008,"B",-37.809323,"AB",23.0354927274855,4.48888606342595e-05
"134","chr1",207800000,207900000,39.246945,"A","chr1",207800000,207900000,-4.852478,"B",-44.099423,"AB",47.5973414301909,3.0401029764324e-10
"135","chr1",207900000,208000000,49.406235,"A","chr1",207900000,208000000,20.359652,"A",-29.046583,"AA",14.3615633357562,0.00243352045086551
"136","chr1",208000000,208100000,42.842785,"A","chr1",208000000,208100000,-1.78142,"B",-44.624205,"AB",51.027454680772,6.10492987654021e-11
"137","chr1",208100000,208200000,33.4339,"A","chr1",208100000,208200000,-19.470586,"B",-52.904486,"AB",85.0854119663003,4.5550082827344e-18
"138","chr1",208200000,208300000,33.813415,"A","chr1",208200000,208300000,-6.17353,"B",-39.986945,"AB",35.7427268138477,1.025996789611e-07
"139","chr1",208300000,208400000,40.277345,"A","chr1",208300000,208400000,8.359908,"A",-31.917437,"AA",20.8157455455147,0.00011451278974964
"140","chr1",208400000,208500000,37.33548,"A","chr1",208400000,208500000,-31.930576,"B",-69.266056,"AB",221.273329122703,7.85929220588284e-47
"141","chr1",208500000,208600000,20.003125,"A","chr1",208500000,208600000,-47.532326,"B",-67.535451,"AB",203.241692823186,6.93085696897344e-43
"142","chr1",208600000,208700000,27.977825,"A","chr1",208600000,208700000,-47.593422,"B",-75.571247,"AB",303.347239072534,1.05771664909275e-63
"143","chr1",208700000,208800000,21.92134,"A","chr1",208700000,208800000,-42.356254,"B",-64.277594,"AB",156.271473200983,6.39199595898044e-33
"144","chr1",208800000,208900000,22.542105,"A","chr1",208800000,208900000,-41.344322,"B",-63.886427,"AB",148.413257790547,5.59745958613154e-31
"145","chr1",208900000,209000000,29.80217,"A","chr1",208900000,209000000,-43.227868,"B",-73.030038,"AB",256.31097273297,1.3560797130772e-53
"146","chr1",209000000,209100000,32.720825,"A","chr1",209000000,209100000,-38.920474,"B",-71.641299,"AB",243.072919874306,6.35166774792697e-51
"147","chr1",209100000,209200000,33.37288,"A","chr1",209100000,209200000,-34.011186,"B",-67.384066,"AB",187.352507794165,1.6801269360373e-39
"148","chr1",209200000,209300000,35.48244,"A","chr1",209200000,209300000,-22.835706,"B",-58.318146,"AB",122.778913940789,5.43908712940545e-26
"149","chr1",209300000,209400000,25.95629,"A","chr1",209300000,209400000,-20.601564,"B",-46.557854,"AB",53.9892343301554,1.60856751419479e-11
"150","chr1",209400000,209500000,28.6266,"A","chr1",209400000,209500000,-27.669548,"B",-56.296148,"AB",87.4573156046621,1.16079395715048e-18
"151","chr1",209500000,209600000,45.61914,"A","chr1",209500000,209600000,1.619808,"A",-43.999332,"AA",61.4942759483577,3.479791546005e-13
"152","chr1",209600000,209700000,36.735865,"A","chr1",209600000,209700000,-26.927778,"B",-63.663643,"AB",165.287910668092,5.68181463004165e-35
"153","chr1",209700000,209800000,41.118525,"A","chr1",209700000,209800000,-22.090532,"B",-63.209057,"AB",179.119848087515,5.84478317392173e-38
"154","chr1",209800000,209900000,50.29025,"A","chr1",209800000,209900000,-9.309282,"B",-59.599532,"AB",191.118271288043,1.52776917378456e-40
"155","chr1",209900000,210000000,38.91599,"A","chr1",209900000,210000000,-6.122178,"B",-45.038168,"AB",43.530392559242,2.77005908571444e-09
"156","chr1",223600000,223700000,30.317375,"A","chr1",223600000,223700000,-0.0461240000000009,"B",-30.363499,"AB",7.90274926377087,0.0521118116690983
"157","chr1",224700000,224800000,30.990025,"A","chr1",224700000,224800000,-16.148176,"B",-47.138201,"AB",29.4667842732315,3.83166039182795e-06
"158","chr1",224800000,224900000,24.10807,"A","chr1",224800000,224900000,-30.71683,"B",-54.8249,"AB",59.3616053362728,1.24809264653146e-12
"159","chr1",224900000,225000000,17.97936,"A","chr1",224900000,225000000,-35.663112,"B",-53.642472,"AB",68.1954424298009,1.37095348843291e-14
"160","chr1",225000000,225100000,8.09741,"A","chr1",225000000,225100000,-33.70481,"B",-41.80222,"AB",26.7158434360802,1.36137631851746e-05
"161","chr1",225100000,225200000,10.224745,"A","chr1",225100000,225200000,-27.005546,"B",-37.230291,"AB",12.9762872949482,0.00572141392575007
"162","chr1",225200000,225300000,-1.28062,"B","chr1",225200000,225300000,-35.812494,"B",-34.531874,"BB",18.5576267573894,0.00042098464139516
"163","chr1",225300000,225400000,-6.463135,"B","chr1",225300000,225400000,-36.436026,"B",-29.972891,"BB",13.0608656628775,0.00490989517535087
"164","chr1",225400000,225500000,2.0725,"A","chr1",225400000,225500000,-32.21563,"B",-34.28813,"AB",12.6125710445506,0.0067764977223126
"165","chr1",229800000,229900000,27.08506,"A","chr1",229800000,229900000,-17.760016,"B",-44.845076,"AB",30.6628749905977,1.26973805375942e-06
"166","chr1",229900000,230000000,29.457525,"A","chr1",229900000,230000000,-25.568674,"B",-55.026199,"AB",79.2890113745413,1.09796987542146e-16
"167","chr1",230000000,230100000,33.024955,"A","chr1",230000000,230100000,-25.212392,"B",-58.237347,"AB",102.823014681646,9.69689113514591e-22
"168","chr1",230100000,230200000,34.24828,"A","chr1",230100000,230200000,-15.377712,"B",-49.625992,"AB",54.2223402432796,1.36540549685907e-11
"169","chr1",231100000,231200000,24.42025,"A","chr1",231100000,231200000,-7.089544,"B",-31.509794,"AB",10.4075096640855,0.0149086262540886
"170","chr1",232000000,232100000,25.90263,"A","chr1",232000000,232100000,-13.291686,"B",-39.194316,"AB",19.6786644738379,0.00021290180146438
"171","chr1",232100000,232200000,22.741265,"A","chr1",232100000,232200000,-11.921124,"B",-34.662389,"AB",10.6653325156457,0.0248330109605926
"172","chr1",233400000,233500000,32.71012,"A","chr1",233400000,233500000,5.217758,"A",-27.492362,"AA",7.63909857870973,0.0538489036443199
"173","chr1",233500000,233600000,19.63888,"A","chr1",233500000,233600000,-11.556856,"B",-31.195736,"AB",7.95565838026102,0.0392674527716478
"174","chr1",233600000,233700000,16.687985,"A","chr1",233600000,233700000,-19.243268,"B",-35.931253,"AB",13.7199184603006,0.00301075908919577
"175","chr1",234000000,234100000,20.922855,"A","chr1",234000000,234100000,-17.698062,"B",-38.620917,"AB",17.8619381741341,0.00027440186537295
"176","chr1",234100000,234200000,26.498765,"A","chr1",234100000,234200000,-19.404876,"B",-45.903641,"AB",36.5450909236434,5.32924113386817e-08
"177","chr1",234200000,234300000,19.228555,"A","chr1",234200000,234300000,-16.027356,"B",-35.255911,"AB",11.0519522499687,0.0092943448930199
"178","chr1",234300000,234400000,22.760735,"A","chr1",234300000,234400000,-18.280478,"B",-41.041213,"AB",16.4051421898063,0.00107473715135082
"179","chr1",246700000,246800000,-10.843955,"B","chr1",246700000,246800000,23.543556,"A",34.387511,"BA",14.9743515740462,0.0021007426320175
"180","chr1",246900000,247000000,-18.69109,"B","chr1",246900000,247000000,13.19055,"A",31.88164,"BA",10.3338445698472,0.0181962982395756
"181","chr1",247000000,247100000,-17.015685,"B","chr1",247000000,247100000,14.807092,"A",31.822777,"BA",12.895023247996,0.00579996598197506
"182","chr10",6500000,6600000,12.558485,"A","chr10",6500000,6600000,-18.307102,"B",-30.865587,"AB",14.4552702072516,0.00363944096452977
"183","chr10",12400000,12500000,-6.81663,"B","chr10",12400000,12500000,29.545016,"A",36.361646,"BA",49.7623325585048,2.14332009512676e-10
"184","chr10",12500000,12600000,-16.75407,"B","chr10",12500000,12600000,25.830974,"A",42.585044,"BA",63.2983399902414,2.7683263156599e-13
"185","chr10",12600000,12700000,-17.063195,"B","chr10",12600000,12700000,24.694378,"A",41.757573,"BA",57.1391900642484,4.74751611617574e-12
"186","chr10",12700000,12800000,0.83937,"A","chr10",12700000,12800000,22.962766,"A",22.123396,"AA",9.43403443282726,0.0386778578889286
"187","chr10",13900000,14000000,32.97942,"A","chr10",13900000,14000000,-10.01057,"B",-42.98999,"AB",17.2953775971254,0.00060417893944386
"188","chr10",14000000,14100000,31.192285,"A","chr10",14000000,14100000,-11.466702,"B",-42.658987,"AB",17.521870368434,0.00044985882372752
"189","chr10",14100000,14200000,25.132685,"A","chr10",14100000,14200000,-12.747196,"B",-37.879881,"AB",8.62837145702137,0.0322729025938148
"190","chr10",14400000,14500000,24.685955,"A","chr10",14400000,14500000,-14.959324,"B",-39.645279,"AB",22.159028321556,7.1166868243181e-05
"191","chr10",17500000,17600000,-6.775665,"B","chr10",17500000,17600000,11.277788,"A",18.053453,"BA",7.05060311166303,0.0862849819845832
"192","chr10",29100000,29200000,-2.40456,"B","chr10",29100000,29200000,19.476506,"A",21.881066,"BA",11.4111017536827,0.0181168323646178
"193","chr10",29200000,29300000,2.6511,"A","chr10",29200000,29300000,28.719282,"A",26.068182,"AA",18.8969608654803,0.00050173773575375
