"","HMECchr","HMECstart","HMECend","HMECEV","HMECcompartment","BT549chr","BT549start","BT549end","BT549EV","BT549compartment","D.EV","compartment","sample_maha","padj"
"48","chr1",65900000,66000000,-44.04852,"B","chr1",65900000,66000000,5.89128,"A",49.9398,"BA",41.2071720272191,4.22123023104781e-09
"49","chr1",66000000,66100000,-46.571885,"B","chr1",66000000,66100000,0.242615,"A",46.8145,"BA",22.9105778274632,3.3125195009574e-05
"50","chr1",66100000,66200000,-43.572935,"B","chr1",66100000,66200000,0.99083,"A",44.563765,"BA",19.9197881475308,0.00010498493004487
"51","chr1",66200000,66300000,-47.483595,"B","chr1",66200000,66300000,19.481355,"A",66.96495,"BA",176.71960424389,6.35254152833636e-38
"52","chr1",66300000,66400000,-49.59277,"B","chr1",66300000,66400000,11.692595,"A",61.285365,"BA",117.906883512126,2.02066427958013e-25
"53","chr1",66400000,66500000,-48.09193,"B","chr1",66400000,66500000,1.925665,"A",50.017595,"BA",35.2133724330878,7.20228686510408e-08
"54","chr1",66500000,66600000,-55.164635,"B","chr1",66500000,66600000,11.510005,"A",66.67464,"BA",165.452173148459,1.61692952636382e-35
"55","chr1",66600000,66700000,-51.539425,"B","chr1",66600000,66700000,7.25847,"A",58.797895,"BA",91.7060492938913,7.51300851876033e-20
"56","chr1",66700000,66800000,-19.790675,"B","chr1",66700000,66800000,11.237825,"A",31.0285,"BA",14.2418875775585,0.00153272623444508
"57","chr1",66800000,66900000,-31.215175,"B","chr1",66800000,66900000,10.29229,"A",41.507465,"BA",31.2695427206006,5.76895492898321e-07
"58","chr1",66900000,67000000,-20.845015,"B","chr1",66900000,67000000,11.195445,"A",32.04046,"BA",15.5602058589741,0.00120862940069836
"59","chr1",67000000,67100000,-17.12891,"B","chr1",67000000,67100000,13.764925,"A",30.893835,"BA",15.2026655989881,0.00102927672563383
"60","chr1",67100000,67200000,-27.604785,"B","chr1",67100000,67200000,10.34582,"A",37.950605,"BA",21.8469507152498,4.62863241922734e-05
"61","chr1",67200000,67300000,-34.446445,"B","chr1",67200000,67300000,7.368765,"A",41.81521,"BA",26.0900325532804,7.13995375768385e-06
"62","chr1",67300000,67400000,-26.19526,"B","chr1",67300000,67400000,12.062235,"A",38.257495,"BA",24.1806570022015,1.59378865653395e-05
"63","chr1",68200000,68300000,8.62271,"A","chr1",68200000,68300000,26.02807,"A",17.40536,"AA",6.51076676755143,0.0689004175617177
"64","chr1",68400000,68500000,-12.533765,"B","chr1",68400000,68500000,12.759195,"A",25.29296,"BA",9.26430323143834,0.0178493864332444
"65","chr1",68900000,69000000,-28.935165,"B","chr1",68900000,69000000,2.49163,"A",31.426795,"BA",6.29450205896917,0.0812963446322221
"66","chr1",76700000,76800000,-53.793645,"B","chr1",76700000,76800000,-8.5721,"B",45.221545,"BB",9.74360161655548,0.0155743355978212
"67","chr1",77200000,77300000,-45.4678,"B","chr1",77200000,77300000,-4.80879,"B",40.65901,"BB",7.9708761915411,0.0372462870589753
"68","chr1",77500000,77600000,-33.7677,"B","chr1",77500000,77600000,-0.252815,"B",33.514885,"BB",5.93242833802301,0.0843672224256063
"69","chr1",77600000,77700000,-31.621045,"B","chr1",77600000,77700000,9.004925,"A",40.62597,"BA",26.6938172824686,3.29053632072202e-06
"70","chr1",77700000,77800000,-28.8376,"B","chr1",77700000,77800000,10.701345,"A",39.538945,"BA",25.7528204270023,6.34376933620673e-06
"71","chr1",77800000,77900000,-29.353785,"B","chr1",77800000,77900000,3.386645,"A",32.74043,"BA",7.69915730683245,0.0385573844509778
"72","chr1",77900000,78000000,-23.324695,"B","chr1",77900000,78000000,9.61144,"A",32.936135,"BA",14.1074726981988,0.00191910972667657
"73","chr1",78000000,78100000,-6.14789,"B","chr1",78000000,78100000,23.52085,"A",29.66874,"BA",20.6595015854358,8.17250401005386e-05
"74","chr1",78100000,78200000,9.236115,"A","chr1",78100000,78200000,28.815675,"A",19.57956,"AA",8.64644303777715,0.0267210599583993
"75","chr1",78500000,78600000,4.95389,"A","chr1",78500000,78600000,28.12117,"A",23.16728,"AA",11.9414198880552,0.00520294884220606
"76","chr1",78600000,78700000,-5.60331,"B","chr1",78600000,78700000,15.888235,"A",21.491545,"BA",6.65061733497009,0.0886781298831702
"77","chr1",78700000,78800000,-3.71416,"B","chr1",78700000,78800000,21.103095,"A",24.817255,"BA",12.5065467610362,0.00411249860934115
"78","chr1",78800000,78900000,-12.8429,"B","chr1",78800000,78900000,12.009285,"A",24.852185,"BA",7.69265046785544,0.0427615787350352
"79","chr1",78900000,79000000,-19.946235,"B","chr1",78900000,79000000,12.816485,"A",32.76272,"BA",17.4455520459111,0.0004988335619563
"80","chr1",79000000,79100000,-20.09173,"B","chr1",79000000,79100000,12.00758,"A",32.09931,"BA",14.8575931785208,0.00136499694643125
"81","chr1",79100000,79200000,-28.10198,"B","chr1",79100000,79200000,6.96586,"A",35.06784,"BA",14.0511679157988,0.00207962531378276
"82","chr1",79200000,79300000,-39.177925,"B","chr1",79200000,79300000,9.458295,"A",48.63622,"BA",46.2207988598882,2.52400160782182e-10
"83","chr1",79300000,79400000,-39.58228,"B","chr1",79300000,79400000,-1.425385,"B",38.156895,"BB",8.08199128930948,0.0445033723882852
"84","chr1",79400000,79500000,-47.826815,"B","chr1",79400000,79500000,-3.242835,"B",44.58398,"BB",14.5703879972041,0.00139135506859894
"85","chr1",79800000,79900000,-44.59421,"B","chr1",79800000,79900000,-4.936475,"B",39.657735,"BB",6.20002203695907,0.0926949777005765
"86","chr1",82100000,82200000,-20.41065,"B","chr1",82100000,82200000,8.75973,"A",29.17038,"BA",9.36261805640518,0.019731272213273
"87","chr1",82300000,82400000,-18.91202,"B","chr1",82300000,82400000,14.559455,"A",33.471475,"BA",20.2310950857642,0.00010211498898309
"88","chr1",82400000,82500000,-20.61798,"B","chr1",82400000,82500000,12.513195,"A",33.131175,"BA",17.6330139015614,0.00035420169163179
"89","chr1",82700000,82800000,-24.62035,"B","chr1",82700000,82800000,6.21875,"A",30.8391,"BA",8.08099568049517,0.0359496709588276
"90","chr1",82900000,83000000,-32.45547,"B","chr1",82900000,83000000,1.57633,"A",34.0318,"BA",7.68871558820974,0.0549276316783422
"91","chr1",83100000,83200000,-36.8537,"B","chr1",83100000,83200000,0.34164,"A",37.19534,"BA",9.0464656578321,0.0219974767977958
"92","chr1",83200000,83300000,-41.727245,"B","chr1",83200000,83300000,1.024495,"A",42.75174,"BA",16.4360768091978,0.00079618571113943
"93","chr1",83400000,83500000,-47.14163,"B","chr1",83400000,83500000,0.249515,"A",47.391145,"BA",26.440492822252,5.03027994390143e-06
"94","chr1",83500000,83600000,-45.054525,"B","chr1",83500000,83600000,1.54374,"A",46.598265,"BA",25.7196009229841,7.13995375768385e-06
"95","chr1",83600000,83700000,-35.374345,"B","chr1",83600000,83700000,0.34556,"A",35.719905,"BA",7.78386065722992,0.0409134235043546
"96","chr1",84000000,84100000,-50.552845,"B","chr1",84000000,84100000,0.30627,"A",50.859115,"BA",35.2360302125039,6.85330995047883e-08
"97","chr1",84200000,84300000,-48.96183,"B","chr1",84200000,84300000,-6.414005,"B",42.547825,"BB",8.45617731367513,0.0293789856056765
"98","chr1",85800000,85900000,-2.953005,"B","chr1",85800000,85900000,27.938635,"A",30.89164,"BA",23.329683273878,1.68343934947821e-05
"99","chr1",86100000,86200000,-13.47304,"B","chr1",86100000,86200000,13.96104,"A",27.43408,"BA",11.1365706743512,0.0100285638229017
"100","chr1",86200000,86300000,-38.61357,"B","chr1",86200000,86300000,3.69882,"A",42.31239,"BA",21.4006006778195,5.49527477815688e-05
"101","chr1",86300000,86400000,-40.10016,"B","chr1",86300000,86400000,-1.07117,"B",39.02899,"BB",9.3896123265529,0.0185548216625957
"102","chr1",86400000,86500000,-42.14177,"B","chr1",86400000,86500000,0.77369,"A",42.91546,"BA",16.8420323210946,0.00051670645212729
"103","chr1",86500000,86600000,-45.58078,"B","chr1",86500000,86600000,-1.49374,"B",44.08704,"BB",15.0816268421775,0.00089711440623465
"104","chr1",86600000,86700000,-40.523575,"B","chr1",86600000,86700000,1.629925,"A",42.1535,"BA",16.9612122418098,0.00043248989328725
"105","chr1",86700000,86800000,-43.33718,"B","chr1",86700000,86800000,0.840705,"A",44.177885,"BA",18.6281089517002,0.00021835511172495
"106","chr1",87300000,87400000,1.381625,"A","chr1",87300000,87400000,23.07358,"A",21.691955,"AA",9.72632665351024,0.0165372825720988
"107","chr1",87400000,87500000,-10.198575,"B","chr1",87400000,87500000,12.831565,"A",23.03014,"BA",6.62075724004591,0.0718579140112945
"108","chr1",87500000,87600000,-15.715675,"B","chr1",87500000,87600000,12.74473,"A",28.460405,"BA",12.3309801632792,0.00639859638307739
"109","chr1",87600000,87700000,-20.81382,"B","chr1",87600000,87700000,17.378295,"A",38.192115,"BA",31.6814547763881,4.00217259589153e-07
"110","chr1",87700000,87800000,-24.977775,"B","chr1",87700000,87800000,7.689105,"A",32.66688,"BA",12.4789345741805,0.00401493611734289
"111","chr1",87800000,87900000,-21.086475,"B","chr1",87800000,87900000,8.924935,"A",30.01141,"BA",11.0811709722529,0.0104765635922038
"112","chr1",87900000,88000000,-33.598905,"B","chr1",87900000,88000000,6.491515,"A",40.09042,"BA",21.6237622849778,4.63909814460173e-05
"113","chr1",88000000,88100000,-37.264225,"B","chr1",88000000,88100000,12.592985,"A",49.85721,"BA",54.9007094982122,5.1115918223192e-12
"114","chr1",88100000,88200000,-38.459095,"B","chr1",88100000,88200000,8.31826,"A",46.777355,"BA",39.102850170245,1.14860298724199e-08
"115","chr1",88200000,88300000,-34.53211,"B","chr1",88200000,88300000,15.644705,"A",50.176815,"BA",61.3656508544031,1.78952519906441e-13
"116","chr1",88300000,88400000,-32.549635,"B","chr1",88300000,88400000,5.622005,"A",38.17164,"BA",15.7713631951466,0.00086905915322464
"117","chr1",88400000,88500000,-26.34717,"B","chr1",88400000,88500000,13.41143,"A",39.7586,"BA",28.7661183013472,1.4312506925644e-06
"118","chr1",88500000,88600000,-32.72212,"B","chr1",88500000,88600000,4.071255,"A",36.793375,"BA",13.0644305371908,0.00262958362764273
"119","chr1",88600000,88700000,-45.490875,"B","chr1",88600000,88700000,0.46858,"A",45.959455,"BA",20.6455982576449,8.22345890662213e-05
"120","chr1",88700000,88800000,-46.07824,"B","chr1",88700000,88800000,0.70633,"A",46.78457,"BA",23.2474326877144,2.36288479105155e-05
"121","chr1",88800000,88900000,-48.900935,"B","chr1",88800000,88900000,0.69994,"A",49.600875,"BA",31.1755096036598,5.09881526060829e-07
"122","chr1",88900000,89000000,-50.593485,"B","chr1",88900000,89000000,-4.953295,"B",45.64019,"BB",13.4526454672266,0.00262867473498283
"123","chr1",89000000,89100000,-46.430295,"B","chr1",89000000,89100000,1.722975,"A",48.15327,"BA",29.3140924597065,1.25230995101533e-06
"124","chr1",89100000,89200000,-30.8555,"B","chr1",89100000,89200000,6.891845,"A",37.747345,"BA",18.030046658739,0.00054256628401107
"125","chr1",91900000,92000000,-38.27694,"B","chr1",91900000,92000000,-0.97755,"B",37.29939,"BB",8.1760198128472,0.0281277618044258
"126","chr1",92100000,92200000,-30.762655,"B","chr1",92100000,92200000,7.46778,"A",38.230435,"BA",19.4610134602127,0.0001451201903899
"127","chr1",92200000,92300000,-16.26689,"B","chr1",92200000,92300000,13.779625,"A",30.046515,"BA",15.0691628078828,0.00108648931942686
"128","chr1",92300000,92400000,-15.642115,"B","chr1",92300000,92400000,16.895685,"A",32.5378,"BA",20.1411597896651,8.69762254119422e-05
"129","chr1",92500000,92600000,-32.19646,"B","chr1",92500000,92600000,0.74059,"A",32.93705,"BA",6.6033161767626,0.0724019511308697
"130","chr1",92600000,92700000,-36.67996,"B","chr1",92600000,92700000,4.50354,"A",41.1835,"BA",19.1063040054889,0.00024903159955016
"131","chr1",97600000,97700000,-13.477985,"B","chr1",97600000,97700000,12.049705,"A",25.52769,"BA",8.32761122709724,0.0312969207450498
"132","chr1",98000000,98100000,-18.519265,"B","chr1",98000000,98100000,9.94615,"A",28.465415,"BA",10.3886425464894,0.0113893467544901
"133","chr1",98100000,98200000,-11.237515,"B","chr1",98100000,98200000,15.22026,"A",26.457775,"BA",11.0080546931689,0.00767367190145216
"134","chr1",98200000,98300000,-8.761385,"B","chr1",98200000,98300000,14.48418,"A",23.245565,"BA",7.74269144610684,0.0401869918732495
"135","chr1",98400000,98500000,-3.286655,"B","chr1",98400000,98500000,23.669365,"A",26.95602,"BA",16.2698930396943,0.00065430843038031
"136","chr1",98500000,98600000,-1.660395,"B","chr1",98500000,98600000,19.33622,"A",20.996615,"BA",7.68720063624152,0.028280085895596
"137","chr1",98600000,98700000,-7.61559,"B","chr1",98600000,98700000,13.96664,"A",21.58223,"BA",6.66708197804744,0.0470114946073015
"138","chr1",101200000,101300000,-13.79008,"B","chr1",101200000,101300000,11.140295,"A",24.930375,"BA",8.25567879192552,0.0384062340762314
"139","chr1",101700000,101800000,-28.183295,"B","chr1",101700000,101800000,2.871965,"A",31.05526,"BA",6.14030966728157,0.0686072253776688
"140","chr1",107000000,107100000,-48.802305,"B","chr1",107000000,107100000,-2.18429,"B",46.618015,"BB",19.8877746988409,8.77882697007365e-05
"141","chr1",107100000,107200000,-44.32041,"B","chr1",107100000,107200000,-2.96486,"B",41.35555,"BB",9.90134086261723,0.02656804840237
"142","chr1",107400000,107500000,-47.626765,"B","chr1",107400000,107500000,-2.71472,"B",44.912045,"BB",13.5373459435767,0.00252547064632822
"143","chr1",112600000,112700000,27.30882,"A","chr1",112600000,112700000,-15.03289,"B",-42.34171,"AB",27.6586484245271,2.9811796245277e-06
"144","chr1",112800000,112900000,30.71626,"A","chr1",112800000,112900000,-8.53067,"B",-39.24693,"AB",10.2441763620353,0.00918101063310711
"145","chr1",116300000,116400000,36.21593,"A","chr1",116300000,116400000,-8.2364,"B",-44.45233,"AB",19.0661265864612,0.00017593218759862
"146","chr1",116400000,116500000,33.25833,"A","chr1",116400000,116500000,-8.94588,"B",-42.20421,"AB",15.7908592468267,0.00158675503604394
"147","chr1",116500000,116600000,32.221535,"A","chr1",116500000,116600000,-8.212915,"B",-40.43445,"AB",11.7763589740236,0.00609174213565255
"148","chr1",116700000,116800000,22.83175,"A","chr1",116700000,116800000,-11.28019,"B",-34.11194,"AB",7.21288832152422,0.0761421716195143
"149","chr1",117100000,117200000,33.088945,"A","chr1",117100000,117200000,-6.72611,"B",-39.815055,"AB",9.66180706398377,0.0162191082675781
"150","chr1",117200000,117300000,33.31529,"A","chr1",117200000,117300000,-5.94383,"B",-39.25912,"AB",8.02429459372488,0.036297180363697
"151","chr1",118500000,118600000,-32.98609,"B","chr1",118500000,118600000,0.77598,"A",33.76207,"BA",6.2037685385323,0.088141997134824
"152","chr1",119000000,119100000,-47.497645,"B","chr1",119000000,119100000,-5.33381,"B",42.163835,"BB",8.23254612903152,0.0348326388048505
"153","chr1",119200000,119300000,-45.693845,"B","chr1",119200000,119300000,-5.658265,"B",40.03558,"BB",6.14252640749912,0.0907834488381177
"154","chr1",119300000,119400000,-43.438245,"B","chr1",119300000,119400000,-3.58842,"B",39.849825,"BB",7.99410303423465,0.0354358284836024
"155","chr1",119400000,119500000,-42.070915,"B","chr1",119400000,119500000,6.90233,"A",48.973245,"BA",42.0238636903399,2.68761702081953e-09
"156","chr1",119500000,119600000,-29.55316,"B","chr1",119500000,119600000,13.985575,"A",43.538735,"BA",40.1293268610272,4.3264270495533e-09
"157","chr1",119600000,119700000,-25.88482,"B","chr1",119600000,119700000,17.185755,"A",43.070575,"BA",41.8268673196107,3.85793509144885e-09
"158","chr1",119700000,119800000,-19.386335,"B","chr1",119700000,119800000,9.00826,"A",28.394595,"BA",9.35108804889507,0.0189308777561138
"159","chr1",121200000,121300000,-21.582025,"B","chr1",121200000,121300000,16.43492,"A",38.016945,"BA",30.4240032933747,7.31031346579275e-07
"160","chr1",121300000,121400000,-25.68034,"B","chr1",121300000,121400000,9.53037,"A",35.21071,"BA",17.5854612774949,0.00026838987035406
"161","chr1",121400000,121500000,-68.874225,"B","chr1",121400000,121500000,32.74274,"A",101.616965,"BA",832.221174707699,1.357478874262e-178
"162","chr1",144100000,144200000,10.57347,"A","chr1",144100000,144200000,-16.489965,"B",-27.063435,"AB",6.71659543302917,0.0873974441504923
"163","chr1",147200000,147300000,25.693415,"A","chr1",147200000,147300000,-18.99935,"B",-44.692765,"AB",41.4884604212647,3.49397333139712e-09
"164","chr1",147700000,147800000,42.741625,"A","chr1",147700000,147800000,-0.104715,"B",-42.84634,"AB",8.99013682772063,0.0312613179575512
"165","chr1",152100000,152200000,34.620645,"A","chr1",152100000,152200000,-6.91665,"B",-41.537295,"AB",11.7460020363184,0.00623793607426318
"166","chr1",152200000,152300000,34.747685,"A","chr1",152200000,152300000,-17.959025,"B",-52.70671,"AB",78.4637162454142,4.99880036180331e-17
"167","chr1",152300000,152400000,39.760505,"A","chr1",152300000,152400000,-16.644165,"B",-56.40467,"AB",97.1396987981806,4.68482583294091e-21
"168","chr1",152400000,152500000,41.433545,"A","chr1",152400000,152500000,-19.685285,"B",-61.11883,"AB",162.939214547051,5.39868811111278e-35
"169","chr1",152500000,152600000,32.65837,"A","chr1",152500000,152600000,-20.26354,"B",-52.92191,"AB",81.6061296237526,1.24306463225816e-17
"170","chr1",152600000,152700000,34.960345,"A","chr1",152600000,152700000,-22.64457,"B",-57.604915,"AB",137.945119542383,1.14169637168563e-29
"171","chr1",152700000,152800000,44.82812,"A","chr1",152700000,152800000,-25.546075,"B",-70.374195,"AB",328.279125843531,4.51351602917204e-70
"172","chr1",152800000,152900000,40.51963,"A","chr1",152800000,152900000,-20.89259,"B",-61.41222,"AB",160.676651816354,1.64862393569733e-34
"173","chr1",152900000,153000000,44.118995,"A","chr1",152900000,153000000,-24.76615,"B",-68.885145,"AB",295.553232128456,2.90938558090929e-63
"174","chr1",153000000,153100000,41.95179,"A","chr1",153000000,153100000,-21.45413,"B",-63.40592,"AB",203.100589927367,1.54554102637733e-43
"175","chr1",153100000,153200000,41.024985,"A","chr1",153100000,153200000,-15.43345,"B",-56.458435,"AB",96.4958738475824,7.53156664966073e-21
"176","chr1",153200000,153300000,41.1248,"A","chr1",153200000,153300000,-12.18344,"B",-53.30824,"AB",61.6853054069709,1.86522401439432e-13
"177","chr1",153300000,153400000,42.519205,"A","chr1",153300000,153400000,-4.123545,"B",-46.64275,"AB",20.9232611014333,7.1698047128576e-05
"178","chr1",160700000,160800000,-0.539835,"B","chr1",160700000,160800000,-24.858295,"B",-24.31846,"BB",12.8570844916828,0.00365417870753444
"179","chr1",162600000,162700000,-11.37301,"B","chr1",162600000,162700000,18.87984,"A",30.25285,"BA",18.7402673490208,0.00017052678085336
"180","chr1",168300000,168400000,20.28011,"A","chr1",168300000,168400000,-14.1599,"B",-34.44001,"AB",10.5826666176371,0.0100047657822546
"181","chr1",168800000,168900000,13.32179,"A","chr1",168800000,168900000,-18.231845,"B",-31.553635,"AB",13.5752175974469,0.00206365804617866
"182","chr1",168900000,169000000,9.38798,"A","chr1",168900000,169000000,-17.761135,"B",-27.149115,"AB",8.11844286202442,0.0346664758304992
"183","chr1",169100000,169200000,7.608195,"A","chr1",169100000,169200000,-17.85755,"B",-25.465745,"AB",7.26833149826255,0.0394829276775621
"184","chr1",175100000,175200000,3.07687,"A","chr1",175100000,175200000,-28.089965,"B",-31.166835,"AB",26.371586170236,5.2028211845997e-06
"185","chr1",175200000,175300000,-4.27373,"B","chr1",175200000,175300000,-29.39981,"B",-25.12608,"BB",17.652798593546,0.00031624031928087
"186","chr1",175400000,175500000,-16.254885,"B","chr1",175400000,175500000,-33.718645,"B",-17.46376,"BB",9.50444243218837,0.0130868669516141
"187","chr1",176500000,176600000,-21.350615,"B","chr1",176500000,176600000,-34.484705,"B",-13.13409,"BB",6.93766029417511,0.0786176995098399
"188","chr1",176800000,176900000,-5.05583,"B","chr1",176800000,176900000,-29.278515,"B",-24.222685,"BB",15.4617394425226,0.00090734743406397
"189","chr1",176900000,177000000,-2.397305,"B","chr1",176900000,177000000,-31.057935,"B",-28.66063,"BB",25.4116668900156,1.56718814138056e-05
"190","chr1",177000000,177100000,-9.05977,"B","chr1",177000000,177100000,-28.90496,"B",-19.84519,"BB",10.4504743991631,0.0100218710160895
"191","chr1",177100000,177200000,0.75913,"A","chr1",177100000,177200000,-31.32401,"B",-32.08314,"AB",31.4180304983014,4.54494686035341e-07
"192","chr1",177200000,177300000,9.75899,"A","chr1",177200000,177300000,-30.035625,"B",-39.794615,"AB",50.6789588273248,3.94964005066994e-11
"193","chr1",177300000,177400000,6.39592,"A","chr1",177300000,177400000,-31.30936,"B",-37.70528,"AB",45.482206958027,4.55670190930495e-10
"194","chr1",177400000,177500000,2.007825,"A","chr1",177400000,177500000,-32.78599,"B",-34.793815,"AB",37.1362015576514,2.56530759779107e-08
