"","HMECchr","HMECstart","HMECend","HMECEV","HMECcompartment","BT549chr","BT549start","BT549end","BT549EV","BT549compartment","D.EV","compartment","sample_maha","padj"
"32","chr1",3300000,3400000,3.70885,"A","chr1",3300000,3400000,20.01999,"A",16.31114,"AA",4.70340432489325,0.231865486630213
"33","chr1",3400000,3500000,12.00519,"A","chr1",3400000,3500000,25.09198,"A",13.08679,"AA",3.7189408745569,0.372666227151438
"34","chr1",3500000,3600000,18.746335,"A","chr1",3500000,3600000,30.849495,"A",12.10316,"AA",3.74207554585447,0.294532611129353
"35","chr1",3600000,3700000,21.86782,"A","chr1",3600000,3700000,25.891825,"A",4.024005,"AA",0.821246396185621,1
"36","chr1",3700000,3800000,2.524995,"A","chr1",3700000,3800000,13.12242,"A",10.597425,"AA",1.2091165930576,1
"37","chr1",3800000,3900000,-8.864355,"B","chr1",3800000,3900000,-5.081015,"B",3.78334,"BB",0.00012656960357859,1
"38","chr1",3900000,4000000,-7.36629,"B","chr1",3900000,4000000,-15.29672,"B",-7.93043,"BB",0.20271634339176,1
"39","chr1",4000000,4100000,-40.666,"B","chr1",4000000,4100000,-22.678215,"B",17.987785,"BB",0.00041285969963323,1
"40","chr1",4100000,4200000,-39.59818,"B","chr1",4100000,4200000,-20.15752,"B",19.44066,"BB",9.37953956027051e-08,1
"41","chr1",4200000,4300000,-43.1815,"B","chr1",4200000,4300000,-27.0125,"B",16.169,"BB",0.00557474456826162,1
"42","chr1",4300000,4400000,-40.38531,"B","chr1",4300000,4400000,-23.04622,"B",17.33909,"BB",0.00062753776280273,1
"43","chr1",4400000,4500000,-39.5179,"B","chr1",4400000,4500000,-24.09012,"B",15.42778,"BB",0.00568317844976437,1
"44","chr1",4500000,4600000,-41.88182,"B","chr1",4500000,4600000,-21.78982,"B",20.092,"BB",1.48672385535223e-06,1
"45","chr1",4600000,4700000,-40.02861,"B","chr1",4600000,4700000,-21.87122,"B",18.15739,"BB",0.00017641050961825,1
"46","chr1",4700000,4800000,-28.42359,"B","chr1",4700000,4800000,-21.126875,"B",7.296715,"BB",0.0325574323726136,1
"47","chr1",4800000,4900000,-34.57458,"B","chr1",4800000,4900000,-26.738255,"B",7.836325,"BB",0.123871384057687,1
"48","chr1",4900000,5000000,-40.68327,"B","chr1",4900000,5000000,-21.51967,"B",19.1636,"BB",1.70725498391848e-05,1
"49","chr1",5000000,5100000,-44.070645,"B","chr1",5000000,5100000,-23.41774,"B",20.652905,"BB",6.56558275226924e-06,1
"50","chr1",5100000,5200000,-43.795875,"B","chr1",5100000,5200000,-30.53943,"B",13.256445,"BB",0.0451847437837035,1
"51","chr1",5200000,5300000,-35.2126,"B","chr1",5200000,5300000,-26.306085,"B",8.906515,"BB",0.0992184898138458,1
"52","chr1",5300000,5400000,-41.057625,"B","chr1",5300000,5400000,-24.729515,"B",16.32811,"BB",0.00124669379747703,1
"53","chr1",5400000,5500000,-41.0436,"B","chr1",5400000,5500000,-28.37958,"B",12.66402,"BB",0.0354494012091063,1
"54","chr1",5500000,5600000,-37.458205,"B","chr1",5500000,5600000,-22.5018,"B",14.956405,"BB",0.00419968258419295,1
"55","chr1",5600000,5700000,-48.936995,"B","chr1",5600000,5700000,-22.064125,"B",26.87287,"BB",0.00334262733024739,1
"56","chr1",5700000,5800000,-38.737495,"B","chr1",5700000,5800000,-23.974265,"B",14.76323,"BB",0.0058511567763646,1
"57","chr1",5800000,5900000,-31.594895,"B","chr1",5800000,5900000,-15.588205,"B",16.00669,"BB",6.72665001525769e-05,1
"58","chr1",5900000,6000000,-23.64545,"B","chr1",5900000,6000000,-3.559265,"B",20.086185,"BB",0.368821025137223,1
"59","chr1",6000000,6100000,-5.938715,"B","chr1",6000000,6100000,9.59744,"A",15.536155,"BA",1.82136264633181,0.916934864497543
"60","chr1",6100000,6200000,10.282525,"A","chr1",6100000,6200000,17.480545,"A",7.19802,"AA",0.9370281969461,1
"61","chr1",6200000,6300000,18.895735,"A","chr1",6200000,6300000,27.8287,"A",8.932965,"AA",2.09316940855619,0.610370334512912
"62","chr1",6300000,6400000,26.01961,"A","chr1",6300000,6400000,25.65733,"A",-0.362279999999998,"AA",0.292749182082847,1
"63","chr1",6400000,6500000,35.617715,"A","chr1",6400000,6500000,37.28676,"A",1.669045,"AA",0.52196704522872,1
"64","chr1",6500000,6600000,43.19465,"A","chr1",6500000,6600000,39.37195,"A",-3.8227,"AA",0.0592896532261811,1
"65","chr1",6600000,6700000,44.30645,"A","chr1",6600000,6700000,40.04805,"A",-4.25839999999999,"AA",0.0499062138738505,1
"66","chr1",6700000,6800000,36.688015,"A","chr1",6700000,6800000,40.74401,"A",4.055995,"AA",0.978265649708105,1
"67","chr1",6800000,6900000,36.36756,"A","chr1",6800000,6900000,36.838065,"A",0.470505000000003,"AA",0.387055710178809,1
"68","chr1",6900000,7000000,31.94284,"A","chr1",6900000,7000000,29.755135,"A",-2.187705,"AA",0.190851588474644,1
"69","chr1",7000000,7100000,30.138375,"A","chr1",7000000,7100000,23.96221,"A",-6.176165,"AA",0.0339230086362681,1
"70","chr1",7100000,7200000,26.415295,"A","chr1",7100000,7200000,26.411225,"A",-0.00406999999999869,"AA",0.299611761037454,1
"71","chr1",7200000,7300000,21.568985,"A","chr1",7200000,7300000,18.581455,"A",-2.98753,"AA",0.0979018102848647,1
"72","chr1",7300000,7400000,29.059335,"A","chr1",7300000,7400000,27.51436,"A",-1.544975,"AA",0.257035019293603,1
"73","chr1",7400000,7500000,26.85314,"A","chr1",7400000,7500000,25.301885,"A",-1.551255,"AA",0.173565375129776,1
"74","chr1",7500000,7600000,21.161865,"A","chr1",7500000,7600000,31.741595,"A",10.57973,"AA",2.94487840294301,0.453295231462387
"75","chr1",7600000,7700000,25.2314,"A","chr1",7600000,7700000,25.218435,"A",-0.0129650000000012,"AA",0.334380562514169,1
"76","chr1",7700000,7800000,28.05962,"A","chr1",7700000,7800000,29.436705,"A",1.377085,"AA",0.491997045035151,1
"77","chr1",7800000,7900000,37.426145,"A","chr1",7800000,7900000,28.417435,"A",-9.00871,"AA",0.00676928714015929,1
"78","chr1",7900000,8000000,35.11604,"A","chr1",7900000,8000000,34.992635,"A",-0.123404999999998,"AA",0.302503262510076,1
"79","chr1",8000000,8100000,42.79325,"A","chr1",8000000,8100000,29.9792,"A",-12.81405,"AA",3.96791854917667e-05,1
"80","chr1",8100000,8200000,50.206425,"A","chr1",8100000,8200000,42.453075,"A",-7.75335,"AA",0.0013908038456481,1
"81","chr1",8200000,8300000,47.93822,"A","chr1",8200000,8300000,40.145185,"A",-7.793035,"AA",0.00161592212269598,1
"82","chr1",8300000,8400000,36.019555,"A","chr1",8300000,8400000,35.437435,"A",-0.582119999999996,"AA",0.276581337073961,1
"83","chr1",8400000,8500000,39.812325,"A","chr1",8400000,8500000,28.76434,"A",-11.047985,"AA",0.00112009934043229,1
"84","chr1",8500000,8600000,44.102105,"A","chr1",8500000,8600000,29.11694,"A",-14.985165,"AA",1.47037726393089e-05,1
"85","chr1",8600000,8700000,44.792905,"A","chr1",8600000,8700000,35.71453,"A",-9.07837499999999,"AA",0.002176021955956,1
"86","chr1",8700000,8800000,47.753715,"A","chr1",8700000,8800000,35.10631,"A",-12.647405,"AA",1.96057103505925e-07,1
"87","chr1",8800000,8900000,47.91771,"A","chr1",8800000,8900000,31.63728,"A",-16.28043,"AA",0.00087721200726071,1
"88","chr1",8900000,9000000,48.860025,"A","chr1",8900000,9000000,36.5482,"A",-12.311825,"AA",7.83737620561457e-07,1
"89","chr1",9000000,9100000,45.46719,"A","chr1",9000000,9100000,30.414065,"A",-15.053125,"AA",6.39578916572896e-05,1
"90","chr1",9100000,9200000,43.607085,"A","chr1",9100000,9200000,28.891785,"A",-14.7153,"AA",1.58301471374542e-06,1
"91","chr1",9200000,9300000,51.98912,"A","chr1",9200000,9300000,34.415265,"A",-17.573855,"AA",0.00817330898117951,1
"92","chr1",9300000,9400000,47.2014,"A","chr1",9300000,9400000,34.04327,"A",-13.15813,"AA",5.0131118264125e-06,1
"93","chr1",9400000,9500000,39.947915,"A","chr1",9400000,9500000,29.184325,"A",-10.76359,"AA",0.00169363142984512,1
"94","chr1",9500000,9600000,43.339135,"A","chr1",9500000,9600000,29.77499,"A",-13.564145,"AA",2.57214699745424e-06,1
"95","chr1",9600000,9700000,45.357525,"A","chr1",9600000,9700000,31.7598,"A",-13.597725,"AA",3.98181808889087e-09,1
"96","chr1",9700000,9800000,46.055045,"A","chr1",9700000,9800000,36.679565,"A",-9.37548,"AA",0.00094808165788288,1
"97","chr1",9800000,9900000,49.002845,"A","chr1",9800000,9900000,35.415415,"A",-13.58743,"AA",2.03147209250953e-05,1
"98","chr1",9900000,10000000,45.694345,"A","chr1",9900000,10000000,35.17017,"A",-10.524175,"AA",0.0005295948145676,1
"99","chr1",10000000,10100000,41.76199,"A","chr1",10000000,10100000,32.65432,"A",-9.10767,"AA",0.00353744432475218,1
"100","chr1",10100000,10200000,48.08172,"A","chr1",10100000,10200000,35.482965,"A",-12.598755,"AA",1.41640332951217e-06,1
"101","chr1",10200000,10300000,43.46333,"A","chr1",10200000,10300000,29.14103,"A",-14.3223,"AA",1.03245945021169e-07,1
"102","chr1",10300000,10400000,44.68029,"A","chr1",10300000,10400000,33.303515,"A",-11.376775,"AA",0.00013414140681978,1
"103","chr1",10400000,10500000,47.027405,"A","chr1",10400000,10500000,32.35151,"A",-14.675895,"AA",8.63397809138191e-05,1
"104","chr1",10500000,10600000,46.21684,"A","chr1",10500000,10600000,36.7783,"A",-9.43854,"AA",0.00105905583753291,1
"105","chr1",10600000,10700000,45.72347,"A","chr1",10600000,10700000,32.095475,"A",-13.627995,"AA",2.43434383726072e-08,1
"106","chr1",10700000,10800000,42.062565,"A","chr1",10700000,10800000,33.096735,"A",-8.96583,"AA",0.00373153315679587,1
"107","chr1",10800000,10900000,47.788375,"A","chr1",10800000,10900000,35.776245,"A",-12.01213,"AA",5.71198803676841e-06,1
"108","chr1",10900000,11000000,40.433525,"A","chr1",10900000,11000000,29.156905,"A",-11.27662,"AA",0.00101797428129855,1
"109","chr1",11000000,11100000,44.19195,"A","chr1",11000000,11100000,33.27471,"A",-10.91724,"AA",0.00032030871695167,1
"110","chr1",11100000,11200000,41.60877,"A","chr1",11100000,11200000,25.711885,"A",-15.896885,"AA",5.20711391759436e-06,1
"111","chr1",11200000,11300000,35.89863,"A","chr1",11200000,11300000,33.15262,"A",-2.74601,"AA",0.13691694440991,1
"112","chr1",11300000,11400000,29.200435,"A","chr1",11300000,11400000,29.428045,"A",0.227610000000002,"AA",0.403230733981376,1
"113","chr1",11400000,11500000,22.112995,"A","chr1",11400000,11500000,20.225585,"A",-1.88741,"AA",0.144335850812184,1
"114","chr1",11500000,11600000,16.563315,"A","chr1",11500000,11600000,18.69729,"A",2.133975,"AA",0.395466290116275,1
"115","chr1",11600000,11700000,20.884895,"A","chr1",11600000,11700000,21.261285,"A",0.376390000000001,"AA",0.302804793913497,1
"116","chr1",11700000,11800000,40.458645,"A","chr1",11700000,11800000,34.38653,"A",-6.072115,"AA",0.0265390682126594,1
"117","chr1",11800000,11900000,45.247715,"A","chr1",11800000,11900000,32.77696,"A",-12.470755,"AA",6.09515243419971e-06,1
"118","chr1",11900000,12000000,39.73817,"A","chr1",11900000,12000000,42.44623,"A",2.70806,"AA",0.527573738181965,1
"119","chr1",12000000,12100000,36.56471,"A","chr1",12000000,12100000,35.92419,"A",-0.640519999999995,"AA",0.2477914033228,1
"120","chr1",12100000,12200000,27.460335,"A","chr1",12100000,12200000,26.25756,"A",-1.202775,"AA",0.231099558507832,1
"121","chr1",12200000,12300000,13.17714,"A","chr1",12200000,12300000,24.299305,"A",11.122165,"AA",2.69312108411166,0.511895309518431
"122","chr1",12300000,12400000,0.0350800000000002,"A","chr1",12300000,12400000,10.01349,"A",9.97841,"AA",0.762675827879725,1
"123","chr1",12400000,12500000,-4.18921,"B","chr1",12400000,12500000,10.083685,"A",14.272895,"BA",1.65203155504242,0.827461644980164
"124","chr1",12500000,12600000,-11.809675,"B","chr1",12500000,12600000,21.538025,"A",33.3477,"BA",26.0082952377905,8.06328945352407e-06
"125","chr1",12600000,12700000,-9.633445,"B","chr1",12600000,12700000,19.74225,"A",29.375695,"BA",17.7783830733793,0.00029755473726678
"126","chr1",12700000,12800000,-46.038555,"B","chr1",12700000,12800000,-7.639775,"B",38.39878,"BB",4.0677353645314,0.262961632663969
"127","chr1",12800000,12900000,-51.66717,"B","chr1",12800000,12900000,-11.633035,"B",40.034135,"BB",2.93253366761317,0.370591913514991
"128","chr1",12900000,13000000,-40.406745,"B","chr1",12900000,13000000,-13.68962,"B",26.717125,"BB",0.0822245654237092,1
"129","chr1",13000000,13100000,-11.91906,"B","chr1",13000000,13100000,-13.728775,"B",-1.809715,"BB",0.0142287916904281,1
"130","chr1",13100000,13200000,-26.288615,"B","chr1",13100000,13200000,-21.66732,"B",4.621295,"BB",0.0846180218381595,1
"131","chr1",13200000,13300000,-19.35005,"B","chr1",13200000,13300000,-18.328965,"B",1.021085,"BB",0.0753801033255784,1
"132","chr1",13300000,13400000,-8.160065,"B","chr1",13300000,13400000,-13.94721,"B",-5.787145,"BB",0.047935291198891,1
"133","chr1",13400000,13500000,-11.69063,"B","chr1",13400000,13500000,-10.141615,"B",1.549015,"BB",9.21220514122137e-05,1
"134","chr1",13500000,13600000,-1.68352,"B","chr1",13500000,13600000,-12.981835,"B",-11.298315,"BB",0.213870159465211,1
"135","chr1",13600000,13700000,0.264205,"A","chr1",13600000,13700000,-20.993795,"B",-21.258,"AB",7.14054108023423,0.0711843603029579
"136","chr1",13700000,13800000,-24.26125,"B","chr1",13700000,13800000,-21.10151,"B",3.15974,"BB",0.121883085925779,1
"137","chr1",13800000,13900000,-42.76247,"B","chr1",13800000,13900000,-26.37873,"B",16.38374,"BB",0.00538460894485273,1
"138","chr1",13900000,14000000,-24.641065,"B","chr1",13900000,14000000,-24.02313,"B",0.617935000000003,"BB",0.403925180661454,1
"139","chr1",14000000,14100000,-27.399645,"B","chr1",14000000,14100000,-2.94946,"B",24.450185,"BB",1.00958906339455,1
"140","chr1",14100000,14200000,-39.49118,"B","chr1",14100000,14200000,-13.94383,"B",25.54735,"BB",0.0440213758877252,1
"141","chr1",14200000,14300000,-41.72098,"B","chr1",14200000,14300000,-20.967525,"B",20.753455,"BB",5.36012733935918e-06,1
"142","chr1",14300000,14400000,-46.95734,"B","chr1",14300000,14400000,-22.2202,"B",24.73714,"BB",0.00037680512887797,1
"143","chr1",14400000,14500000,-40.456545,"B","chr1",14400000,14500000,-24.974545,"B",15.482,"BB",0.00344175170975651,1
"144","chr1",14500000,14600000,-43.755705,"B","chr1",14500000,14600000,-23.07659,"B",20.679115,"BB",1.12416476924024e-05,1
"145","chr1",14600000,14700000,-42.852735,"B","chr1",14600000,14700000,-23.56009,"B",19.292645,"BB",0.00016865140405897,1
"146","chr1",14700000,14800000,-42.303585,"B","chr1",14700000,14800000,-19.760725,"B",22.54286,"BB",0.00023920094102031,1
"147","chr1",14800000,14900000,-43.311605,"B","chr1",14800000,14900000,-15.368365,"B",27.94324,"BB",0.0676612881559575,1
"148","chr1",14900000,15000000,-26.47903,"B","chr1",14900000,15000000,-17.54794,"B",8.93109,"BB",0.00181035774168171,1
"149","chr1",15000000,15100000,-14.907905,"B","chr1",15000000,15100000,-16.63157,"B",-1.723665,"BB",0.0590800908704702,1
"150","chr1",15100000,15200000,-21.796435,"B","chr1",15100000,15200000,-19.6815,"B",2.114935,"BB",0.0847638931043009,1
"151","chr1",15200000,15300000,-9.961555,"B","chr1",15200000,15300000,-8.248585,"B",1.71297,"BB",1.42197082637259e-06,1
"152","chr1",15300000,15400000,-14.366685,"B","chr1",15300000,15400000,-14.44828,"B",-0.0815950000000001,"BB",0.0075538782081108,1
"153","chr1",15400000,15500000,0.295815,"A","chr1",15400000,15500000,1.622555,"A",1.32674,"AA",0.00486116680886682,1
"154","chr1",15500000,15600000,1.023535,"A","chr1",15500000,15600000,11.51619,"A",10.492655,"AA",1.09933822150238,1
"155","chr1",15600000,15700000,8.503045,"A","chr1",15600000,15700000,11.16727,"A",2.664225,"AA",0.204033751003849,1
"156","chr1",15700000,15800000,20.55005,"A","chr1",15700000,15800000,15.121575,"A",-5.428475,"AA",0.0261716415738811,1
"157","chr1",15800000,15900000,31.535025,"A","chr1",15800000,15900000,25.36784,"A",-6.167185,"AA",0.0480479997757245,1
"158","chr1",15900000,16000000,43.010645,"A","chr1",15900000,16000000,32.40519,"A",-10.605455,"AA",0.00095325990068949,1
"159","chr1",16000000,16100000,43.97768,"A","chr1",16000000,16100000,32.976275,"A",-11.001405,"AA",0.00038243511340629,1
"160","chr1",16100000,16200000,44.22644,"A","chr1",16100000,16200000,39.86708,"A",-4.35936,"AA",0.0365429211938124,1
"161","chr1",16200000,16300000,43.15779,"A","chr1",16200000,16300000,31.825495,"A",-11.332295,"AA",0.00040471128666378,1
"162","chr1",16300000,16400000,40.20442,"A","chr1",16300000,16400000,35.71219,"A",-4.49223,"AA",0.0634122552620947,1
"163","chr1",16400000,16500000,47.45684,"A","chr1",16400000,16500000,34.32351,"A",-13.13333,"AA",2.05580964580705e-07,1
"164","chr1",16500000,16600000,46.59964,"A","chr1",16500000,16600000,32.295105,"A",-14.304535,"AA",8.04355470038938e-05,1
"165","chr1",16600000,16700000,49.776685,"A","chr1",16600000,16700000,26.505385,"A",-23.2713,"AA",0.0691316070761386,1
"166","chr1",16700000,16800000,48.148845,"A","chr1",16700000,16800000,28.259935,"A",-19.88891,"AA",0.0134084562690236,1
"167","chr1",16800000,16900000,33.55623,"A","chr1",16800000,16900000,14.38208,"A",-19.17415,"AA",0.00031089350307778,1
"168","chr1",16900000,17000000,37.302685,"A","chr1",16900000,17000000,19.059005,"A",-18.24368,"AA",0.00016482425166546,1
"169","chr1",17000000,17100000,26.120105,"A","chr1",17000000,17100000,10.75386,"A",-15.366245,"AA",5.7578302017667e-07,1
"170","chr1",17100000,17200000,18.01053,"A","chr1",17100000,17200000,-0.86938,"B",-18.87991,"AB",0.0148323350622291,1
"171","chr1",17200000,17300000,39.23207,"A","chr1",17200000,17300000,20.111495,"A",-19.120575,"AA",0.00061004765222007,1
"172","chr1",17300000,17400000,38.11367,"A","chr1",17300000,17400000,26.39556,"A",-11.71811,"AA",0.00095297826468713,1
"173","chr1",17400000,17500000,28.89543,"A","chr1",17400000,17500000,18.33512,"A",-10.56031,"AA",0.00429646470504914,1
"174","chr1",17500000,17600000,36.99262,"A","chr1",17500000,17600000,21.240775,"A",-15.751845,"AA",1.90460964519318e-07,1
"175","chr1",17600000,17700000,34.607585,"A","chr1",17600000,17700000,14.84784,"A",-19.759745,"AA",0.00046229146286642,1
"176","chr1",17700000,17800000,29.049645,"A","chr1",17700000,17800000,10.462135,"A",-18.58751,"AA",0.00014587551166644,1
"177","chr1",17800000,17900000,12.818865,"A","chr1",17800000,17900000,4.77877,"A",-8.040095,"AA",4.77040026141554e-05,1
"178","chr1",17900000,18000000,3.36295,"A","chr1",17900000,18000000,-0.134315,"B",-3.497265,"AB",2.9294346865323e-05,1
"179","chr1",18000000,18100000,-18.664335,"B","chr1",18000000,18100000,-2.125275,"B",16.53906,"BB",0.204972689514827,1
"180","chr1",18100000,18200000,-23.248295,"B","chr1",18100000,18200000,-13.345415,"B",9.90288,"BB",4.77795905757729e-07,1
"181","chr1",18200000,18300000,-25.019065,"B","chr1",18200000,18300000,-15.29261,"B",9.726455,"BB",1.46521366954681e-05,1
"182","chr1",18300000,18400000,-25.936025,"B","chr1",18300000,18400000,-20.987725,"B",4.9483,"BB",0.0602413568596859,1
"183","chr1",18400000,18500000,-23.642085,"B","chr1",18400000,18500000,-15.292445,"B",8.34964,"BB",0.0001347028801723,1
"184","chr1",18500000,18600000,-23.49775,"B","chr1",18500000,18600000,-13.35815,"B",10.1396,"BB",1.09734630903376e-06,1
"185","chr1",18600000,18700000,-29.78659,"B","chr1",18600000,18700000,-14.471,"B",15.31559,"BB",0.00020210786069305,1
"186","chr1",18700000,18800000,-24.563275,"B","chr1",18700000,18800000,-17.209065,"B",7.35421,"BB",0.00240052101296317,1
"187","chr1",18800000,18900000,-26.073235,"B","chr1",18800000,18900000,-10.634975,"B",15.43826,"BB",0.00577194253854453,1
"188","chr1",18900000,19000000,-2.729665,"B","chr1",18900000,19000000,-7.28893,"B",-4.559265,"BB",0.00018692639492464,1
"189","chr1",19000000,19100000,-10.379005,"B","chr1",19000000,19100000,-8.34282,"B",2.036185,"BB",1.05982270128587e-06,1
"190","chr1",19100000,19200000,-6.60524,"B","chr1",19100000,19200000,-2.44937,"B",4.15587,"BB",0.00131270406222405,1
"191","chr1",19200000,19300000,30.13528,"A","chr1",19200000,19300000,16.982655,"A",-13.152625,"AA",0.00028968818654011,1
"192","chr1",19300000,19400000,33.739685,"A","chr1",19300000,19400000,11.91975,"A",-21.819935,"AA",0.00227751040855904,1
"193","chr1",19400000,19500000,38.94648,"A","chr1",19400000,19500000,18.406865,"A",-20.539615,"AA",0.00161319436823116,1
"194","chr1",19500000,19600000,49.657885,"A","chr1",19500000,19600000,16.58088,"A",-33.077005,"AA",0.96129774999998,1
"195","chr1",19600000,19700000,45.78476,"A","chr1",19600000,19700000,18.76897,"A",-27.01579,"AA",0.137094562099929,1
"196","chr1",19700000,19800000,42.981005,"A","chr1",19700000,19800000,20.76852,"A",-22.212485,"AA",0.0111118735250626,1
"197","chr1",19800000,19900000,41.47753,"A","chr1",19800000,19900000,14.93308,"A",-26.54445,"AA",0.0627747964137352,1
"198","chr1",19900000,20000000,46.976785,"A","chr1",19900000,20000000,16.331905,"A",-30.64488,"AA",0.395925780899851,1
"199","chr1",20000000,20100000,48.92576,"A","chr1",20000000,20100000,9.75816,"A",-39.1676,"AA",3.68196975975821,0.276640579694105
"200","chr1",20100000,20200000,44.97871,"A","chr1",20100000,20200000,0.00328499999999998,"A",-44.975425,"AA",12.7493854761116,0.00383587226165808
"201","chr1",20200000,20300000,40.795765,"A","chr1",20200000,20300000,-1.19281,"B",-41.988575,"AB",8.40298469560294,0.0272500825325279
"202","chr1",20300000,20400000,39.5281,"A","chr1",20300000,20400000,-6.058585,"B",-45.586685,"AB",19.5154746731443,0.0001414624325957
"203","chr1",20400000,20500000,39.753135,"A","chr1",20400000,20500000,-4.13714,"B",-43.890275,"AB",13.2968111701738,0.0028264016176542
"204","chr1",20500000,20600000,39.22567,"A","chr1",20500000,20600000,-2.006655,"B",-41.232325,"AB",7.76156656222881,0.0413227741871782
"205","chr1",20600000,20700000,38.473585,"A","chr1",20600000,20700000,-1.18383,"B",-39.657415,"AB",5.47922566480104,0.157720335504242
"206","chr1",20700000,20800000,44.089145,"A","chr1",20700000,20800000,11.68694,"A",-32.402205,"AA",0.595198525880853,1
"207","chr1",20800000,20900000,43.74819,"A","chr1",20800000,20900000,15.1395,"A",-28.60869,"AA",0.219823669451599,1
"208","chr1",20900000,21000000,46.93447,"A","chr1",20900000,21000000,18.66107,"A",-28.2734,"AA",0.246167528736137,1
"209","chr1",21000000,21100000,44.332295,"A","chr1",21000000,21100000,22.78154,"A",-21.550755,"AA",0.00972143502763461,1
"210","chr1",21100000,21200000,42.12549,"A","chr1",21100000,21200000,19.67408,"A",-22.45141,"AA",0.0141204936181142,1
"211","chr1",21200000,21300000,42.093745,"A","chr1",21200000,21300000,24.54939,"A",-17.544355,"AA",0.00035072544436604,1
"212","chr1",21300000,21400000,45.01787,"A","chr1",21300000,21400000,23.999875,"A",-21.017995,"AA",0.0125822886542764,1
