BIN1_CHR	BIN1_START	BIN1_END	BIN2_CHROMOSOME	BIN2_START	BIN2_END	FDR	DETECTION_SCALE
chr1	117280000	117290000	chr1	117590000	117600000	4.713660300119761e-05	2.111212657236631
chr1	117380000	117390000	chr1	117590000	117600000	0.022592911155400106	2.111212657236631
chr1	117490000	117500000	chr1	117590000	117600000	0.02484861937804237	2.111212657236631
chr1	117610000	117620000	chr1	117820000	117830000	0.001861042497452167	2.111212657236631
chr1	117670000	117680000	chr1	117820000	117830000	0.001363097633066852	2.111212657236631
chr1	118060000	118070000	chr1	118430000	118440000	3.4720038041914847e-06	2.111212657236631
chr1	118060000	118070000	chr1	118300000	118310000	1.424934678748371e-05	2.111212657236631
chr1	118320000	118330000	chr1	118420000	118430000	0.043213637965082756	2.599207668339954
chr1	118620000	118630000	chr1	119910000	119920000	0.022641367035942862	2.111212657236631
chr1	118690000	118700000	chr1	119540000	119550000	0.0014924730309501186	2.111212657236631
chr1	118690000	118700000	chr1	119810000	119820000	0.00897938021938309	2.111212657236631
chr1	118690000	118700000	chr1	119910000	119920000	0.015744689207616933	2.111212657236631
chr1	118700000	118710000	chr1	118780000	118790000	0.0024212173438004194	2.111212657236631
chr1	118700000	118710000	chr1	119250000	119260000	0.011925873492472601	2.111212657236631
chr1	118760000	118770000	chr1	119540000	119550000	0.04178766481288331	2.111212657236631
chr1	119550000	119560000	chr1	119900000	119910000	0.009387548816078178	2.111212657236631
chr1	119820000	119830000	chr1	119900000	119910000	4.9573022497112484e-06	2.111212657236631
chr1	120150000	120160000	chr1	120280000	120290000	0.03745327948209763	2.599207668339954
chr1	940000	950000	chr1	1220000	1230000	0.004620506870627689	4.222425314473262
chr1	1060000	1070000	chr1	1200000	1210000	0.00823907677097865	2.599207668339954
chr1	1050000	1060000	chr1	1160000	1170000	0.016263491268506475	2.111212657236631
chr1	1700000	1710000	chr1	1830000	1840000	0.04480092396037906	2.111212657236631
chr1	1880000	1890000	chr1	1970000	1980000	0.003322290618511367	2.111212657236631
chr1	2130000	2140000	chr1	2320000	2330000	1.6513680923369023e-06	2.111212657236631
chr1	2340000	2350000	chr1	2480000	2490000	9.69861302964913e-05	2.111212657236631
chr1	2340000	2350000	chr1	3340000	3350000	0.004759434705533695	2.111212657236631
chr1	2480000	2490000	chr1	3330000	3340000	0.008154259087361913	2.111212657236631
chr1	3400000	3410000	chr1	3530000	3540000	3.923488134414323e-05	2.111212657236631
chr1	3550000	3560000	chr1	3640000	3650000	0.026126263810717268	2.111212657236631
chr1	4710000	4720000	chr1	5960000	5970000	0.005386504533235447	2.111212657236631
chr1	4720000	4730000	chr1	4880000	4890000	0.029306352701871492	3.2
chr1	5560000	5570000	chr1	5960000	5970000	0.021275301751945818	2.111212657236631
chr1	5570000	5580000	chr1	5800000	5810000	0.008128151915444953	2.111212657236631
chr1	6120000	6130000	chr1	6250000	6260000	0.033645352153831805	5.198415336679908
chr1	6300000	6310000	chr1	6470000	6480000	0.0037984357507132014	2.111212657236631
chr1	6310000	6320000	chr1	6390000	6400000	1.6513680923369023e-06	2.111212657236631
chr1	6770000	6780000	chr1	6950000	6960000	0.008300378730767395	2.599207668339954
chr1	6770000	6780000	chr1	7270000	7280000	6.272939269561424e-05	2.111212657236631
chr1	6780000	6790000	chr1	7140000	7150000	0.014057124557382079	2.111212657236631
chr1	6850000	6860000	chr1	7120000	7130000	0.04079055181814417	2.111212657236631
chr1	6850000	6860000	chr1	7260000	7270000	0.0017496402686121937	2.111212657236631
chr1	6860000	6870000	chr1	6940000	6950000	0.03997035511874201	2.599207668339954
chr1	6950000	6960000	chr1	7260000	7270000	0.008043983427811843	2.111212657236631
chr1	6980000	6990000	chr1	7700000	7710000	0.02301229119437908	2.111212657236631
chr1	7100000	7110000	chr1	7260000	7270000	0.00010345689676872072	2.111212657236631
chr1	7110000	7120000	chr1	7690000	7700000	0.0025982792882079052	2.111212657236631
chr1	7270000	7280000	chr1	7700000	7710000	0.0011040126841845145	2.599207668339954
chr1	7720000	7730000	chr1	7960000	7970000	0.0020933230231062008	2.111212657236631
chr1	7730000	7740000	chr1	7810000	7820000	1.6513680923369023e-06	2.111212657236631
chr1	7860000	7870000	chr1	7960000	7970000	0.016464028763848865	2.111212657236631
chr1	8040000	8050000	chr1	8390000	8400000	3.834015078779673e-06	2.599207668339954
chr1	8030000	8040000	chr1	8770000	8780000	0.03067026944293957	3.6758347359905126
chr1	8080000	8090000	chr1	8300000	8310000	0.0006010363904076083	2.111212657236631
chr1	8430000	8440000	chr1	8910000	8920000	0.0038840701008797753	2.111212657236631
chr1	8620000	8630000	chr1	8780000	8790000	0.0028999568461768577	2.111212657236631
chr1	8620000	8630000	chr1	8900000	8910000	0.017563830916628755	2.111212657236631
chr1	8780000	8790000	chr1	8900000	8910000	0.02685130952694987	2.111212657236631
chr1	8980000	8990000	chr1	9150000	9160000	0.008128151915444953	2.111212657236631
chr1	9060000	9070000	chr1	9150000	9160000	0.03265377310126189	2.111212657236631
chr1	9170000	9180000	chr1	9550000	9560000	0.021831644774336245	2.111212657236631
chr1	9330000	9340000	chr1	9550000	9560000	2.4842777914628003e-06	2.111212657236631
chr1	9330000	9340000	chr1	9630000	9640000	0.001017358118324372	2.111212657236631
chr1	9670000	9680000	chr1	9920000	9930000	0.016263491268506475	2.111212657236631
chr1	9680000	9690000	chr1	9770000	9780000	0.0015970796538548194	2.111212657236631
chr1	9840000	9850000	chr1	9920000	9930000	0.004431550813114394	2.111212657236631
chr1	9840000	9850000	chr1	9990000	10000000	0.04855973553394663	2.111212657236631
chr1	10010000	10020000	chr1	10210000	10220000	0.003504731810782362	2.111212657236631
chr1	10570000	10580000	chr1	11070000	11080000	0.0004553618223865187	2.111212657236631
chr1	10570000	10580000	chr1	10850000	10860000	0.009919983564624982	2.111212657236631
chr1	10570000	10580000	chr1	10920000	10930000	0.000894880835226259	2.111212657236631
chr1	10580000	10590000	chr1	10690000	10700000	0.006714979926696323	2.111212657236631
chr1	10730000	10740000	chr1	10980000	10990000	0.021587375345399288	5.198415336679908
chr1	10750000	10760000	chr1	10920000	10930000	0.009437070536425863	2.111212657236631
chr1	10750000	10760000	chr1	10850000	10860000	0.02158587112099048	2.111212657236631
chr1	11150000	11160000	chr1	11870000	11880000	0.008323513993012514	2.111212657236631
chr1	11100000	11110000	chr1	11700000	11710000	0.0001919051447918221	2.111212657236631
chr1	11100000	11110000	chr1	11780000	11790000	0.010660323893622502	2.599207668339954
chr1	11150000	11160000	chr1	11270000	11280000	0.0007396743563449506	2.111212657236631
chr1	11170000	11180000	chr1	11700000	11710000	0.023770430653643766	2.111212657236631
chr1	11310000	11320000	chr1	11700000	11710000	0.0004861837097254097	2.111212657236631
chr1	11350000	11360000	chr1	11680000	11690000	0.005503309129387297	3.6758347359905126
chr1	11530000	11540000	chr1	11680000	11690000	0.01271135386235671	2.599207668339954
chr1	12180000	12190000	chr1	12260000	12270000	1.880685157532036e-05	2.111212657236631
chr1	12450000	12460000	chr1	12680000	12690000	0.006654408056772328	2.599207668339954
chr1	14430000	14440000	chr1	14890000	14900000	0.04099624991086077	3.2
chr1	14820000	14830000	chr1	15380000	15390000	0.022997327706610258	2.111212657236631
chr1	14910000	14920000	chr1	15130000	15140000	0.046462162300903526	2.111212657236631
chr1	14920000	14930000	chr1	15430000	15440000	0.01883098967024016	2.111212657236631
chr1	14930000	14940000	chr1	15360000	15370000	0.0055826743610907755	2.111212657236631
chr1	15040000	15050000	chr1	15360000	15370000	0.017563830916628755	2.111212657236631
chr1	15100000	15110000	chr1	15360000	15370000	0.0029285233621746125	2.111212657236631
chr1	15250000	15260000	chr1	15340000	15350000	0.037824483104980294	2.111212657236631
chr1	15380000	15390000	chr1	15620000	15630000	0.048008983377897795	2.111212657236631
chr1	15450000	15460000	chr1	15610000	15620000	3.834015078779673e-06	2.111212657236631
chr1	15460000	15470000	chr1	15750000	15760000	0.0226969531031456	2.111212657236631
chr1	15640000	15650000	chr1	15820000	15830000	0.03421733349513176	2.111212657236631
chr1	15660000	15670000	chr1	15740000	15750000	2.1462861014966866e-05	2.111212657236631
chr1	15920000	15930000	chr1	16060000	16070000	0.006436614859771992	2.599207668339954
chr1	16120000	16130000	chr1	16260000	16270000	0.008300378730767395	2.111212657236631
chr1	16120000	16130000	chr1	16320000	16330000	0.00045474490904103454	2.111212657236631
chr1	16400000	16410000	chr1	16570000	16580000	0.016464028763848865	2.111212657236631
chr1	16400000	16410000	chr1	16670000	16680000	0.03951162028368945	2.111212657236631
chr1	16760000	16770000	chr1	17250000	17260000	0.007473331944155524	2.111212657236631
chr1	16840000	16850000	chr1	17220000	17230000	0.0003412047261626139	2.599207668339954
chr1	16850000	16860000	chr1	17060000	17070000	0.005019261376513245	2.111212657236631
chr1	17050000	17060000	chr1	17200000	17210000	0.0034164504049421234	2.599207668339954
chr1	17380000	17390000	chr1	17730000	17740000	0.006161038658964625	2.111212657236631
chr1	17390000	17400000	chr1	17570000	17580000	0.0190619769447579	2.111212657236631
chr1	17440000	17450000	chr1	17690000	17700000	0.01271135386235671	3.6758347359905126
chr1	17450000	17460000	chr1	17560000	17570000	0.01587572913952356	2.111212657236631
chr1	17820000	17830000	chr1	17930000	17940000	0.0011040126841845145	2.111212657236631
chr1	17820000	17830000	chr1	18900000	18910000	0.0011040126841845145	2.111212657236631
chr1	17920000	17930000	chr1	18900000	18910000	0.031386653553400395	2.111212657236631
chr1	17980000	17990000	chr1	18900000	18910000	0.0022578696634026766	2.111212657236631
chr1	17990000	18000000	chr1	18420000	18430000	0.0017556990869618473	2.111212657236631
chr1	18420000	18430000	chr1	18890000	18900000	0.02792252428380767	2.111212657236631
chr1	18920000	18930000	chr1	19140000	19150000	0.0002190953847683271	2.111212657236631
chr1	19020000	19030000	chr1	19140000	19150000	0.02290057464812587	2.111212657236631
chr1	19220000	19230000	chr1	19410000	19420000	1.473823610518922e-06	2.111212657236631
chr1	19280000	19290000	chr1	19400000	19410000	0.001845910008614544	2.599207668339954
chr1	19810000	19820000	chr1	19900000	19910000	0.028515771224830618	2.111212657236631
chr1	37920000	37930000	chr1	38140000	38150000	0.0066653965804199895	2.111212657236631
chr1	38040000	38050000	chr1	38280000	38290000	0.0458598124742574	3.2
chr1	38060000	38070000	chr1	38140000	38150000	4.0109893260138646e-05	2.111212657236631
chr1	38050000	38060000	chr1	39300000	39310000	0.04334145119253914	2.599207668339954
chr1	38160000	38170000	chr1	38270000	38280000	0.00328775817960018	2.111212657236631
chr1	38280000	38290000	chr1	38440000	38450000	0.009114380953405268	2.111212657236631
chr1	38290000	38300000	chr1	39310000	39320000	0.008199848994677232	2.111212657236631
chr1	38350000	38360000	chr1	39300000	39310000	0.0089632619737251	2.599207668339954
chr1	38350000	38360000	chr1	38430000	38440000	0.0004054635970214493	2.111212657236631
chr1	38490000	38500000	chr1	39290000	39300000	0.0006870324450203114	2.111212657236631
chr1	38500000	38510000	chr1	38600000	38610000	0.03023867320247639	2.111212657236631
chr1	38500000	38510000	chr1	39050000	39060000	0.008600502979287536	2.111212657236631
chr1	38620000	38630000	chr1	39270000	39280000	0.011325323823721348	2.111212657236631
chr1	39330000	39340000	chr1	39470000	39480000	0.0010186101426946225	2.599207668339954
chr1	39330000	39340000	chr1	39540000	39550000	0.005111077618448098	2.111212657236631
chr1	39550000	39560000	chr1	39980000	39990000	0.0015580079038167696	2.111212657236631
chr1	39560000	39570000	chr1	39730000	39740000	0.00036120263001842776	2.111212657236631
chr1	39560000	39570000	chr1	39870000	39880000	0.00423802724753977	2.111212657236631
chr1	39570000	39580000	chr1	39650000	39660000	0.0002449371055554642	2.111212657236631
chr1	39780000	39790000	chr1	39910000	39920000	0.02950755062999347	3.2
chr1	39980000	39990000	chr1	40230000	40240000	0.0021678126650527944	2.111212657236631
chr1	40060000	40070000	chr1	40180000	40190000	0.01693064511932353	2.111212657236631
chr1	40280000	40290000	chr1	40370000	40380000	0.0008741361832346988	2.111212657236631
chr1	40280000	40290000	chr1	40430000	40440000	0.026883845089460914	2.111212657236631
chr1	40380000	40390000	chr1	40500000	40510000	0.009530198082292407	2.111212657236631
chr1	40540000	40550000	chr1	40800000	40810000	0.03298584767445977	2.111212657236631
chr1	40580000	40590000	chr1	40840000	40850000	0.0019172367018597306	6.4
chr1	40600000	40610000	chr1	40890000	40900000	0.0013926199508758929	2.111212657236631
chr1	40610000	40620000	chr1	40790000	40800000	0.00031308687715858596	2.599207668339954
chr1	41070000	41080000	chr1	41420000	41430000	0.001618541820394297	2.599207668339954
chr1	41070000	41080000	chr1	41230000	41240000	0.022499942401099145	2.111212657236631
chr1	41070000	41080000	chr1	41310000	41320000	0.031996387466375065	2.111212657236631
chr1	41240000	41250000	chr1	41420000	41430000	0.04334145119253914	2.111212657236631
chr1	41320000	41330000	chr1	41410000	41420000	9.155277128081174e-06	2.111212657236631
chr1	41730000	41740000	chr1	41970000	41980000	0.031587106884425814	2.111212657236631
chr1	41740000	41750000	chr1	41880000	41890000	1.2960140937823272e-05	2.111212657236631
chr1	42040000	42050000	chr1	42250000	42260000	9.188503835689933e-05	2.111212657236631
chr1	42040000	42050000	chr1	42610000	42620000	0.048226983071025784	2.111212657236631
chr1	42270000	42280000	chr1	42600000	42610000	0.02831053958002971	2.111212657236631
chr1	42610000	42620000	chr1	43210000	43220000	0.001638042134763658	2.111212657236631
chr1	42620000	42630000	chr1	43110000	43120000	0.04779665140770742	2.599207668339954
chr1	42800000	42810000	chr1	43140000	43150000	0.008553148583590454	2.111212657236631
chr1	42800000	42810000	chr1	43210000	43220000	0.0008667198854627028	2.111212657236631
chr1	43040000	43050000	chr1	43220000	43230000	0.04726563142995861	2.111212657236631
chr1	43240000	43250000	chr1	43370000	43380000	0.024231700406119973	2.111212657236631
chr1	43240000	43250000	chr1	43540000	43550000	0.0019487868985785695	2.111212657236631
chr1	43390000	43400000	chr1	43530000	43540000	0.0002519236131734437	2.599207668339954
chr1	43690000	43700000	chr1	43880000	43890000	0.00015027482229990063	2.111212657236631
chr1	43700000	43710000	chr1	43820000	43830000	0.026611864818519387	2.111212657236631
chr1	43990000	44000000	chr1	44500000	44510000	0.01708611585521532	2.111212657236631
chr1	44160000	44170000	chr1	44410000	44420000	0.04723388775762694	2.111212657236631
chr1	44230000	44240000	chr1	44400000	44410000	0.0007389417879162573	2.111212657236631
chr1	44230000	44240000	chr1	44330000	44340000	0.014572431266667126	2.111212657236631
chr1	44470000	44480000	chr1	45120000	45130000	0.03865293659137659	2.111212657236631
chr1	44680000	44690000	chr1	45060000	45070000	0.00044408610491083295	2.111212657236631
chr1	44680000	44690000	chr1	45120000	45130000	0.007730233780105821	2.111212657236631
chr1	44840000	44850000	chr1	45060000	45070000	0.00015294875298981316	2.111212657236631
chr1	45300000	45310000	chr1	45760000	45770000	0.008633853399375828	2.111212657236631
chr1	45300000	45310000	chr1	45460000	45470000	0.000596378187954591	2.111212657236631
chr1	45470000	45480000	chr1	45950000	45960000	0.0007044066037336739	2.111212657236631
chr1	45480000	45490000	chr1	45760000	45770000	2.377880860987558e-05	2.111212657236631
chr1	45480000	45490000	chr1	45820000	45830000	0.03343806782696742	2.111212657236631
chr1	45820000	45830000	chr1	45950000	45960000	4.150106750977489e-05	2.111212657236631
chr1	45820000	45830000	chr1	46030000	46040000	0.024231700406119973	2.111212657236631
chr1	46110000	46120000	chr1	46340000	46350000	0.0014736481724536082	2.111212657236631
chr1	46500000	46510000	chr1	46680000	46690000	0.0017814778234584792	2.111212657236631
chr1	46910000	46920000	chr1	47000000	47010000	4.0109893260138646e-05	2.111212657236631
chr1	47010000	47020000	chr1	47550000	47560000	0.043469545868277476	2.111212657236631
chr1	47210000	47220000	chr1	47450000	47460000	0.0020942132710365722	2.111212657236631
chr1	47200000	47210000	chr1	47560000	47570000	0.0002290906797773158	2.111212657236631
chr1	47210000	47220000	chr1	47330000	47340000	0.009530198082292407	2.111212657236631
chr1	47330000	47340000	chr1	47630000	47640000	0.0027578728078231514	2.111212657236631
chr1	47340000	47350000	chr1	47450000	47460000	0.03560617004417406	2.111212657236631
chr1	47340000	47350000	chr1	47550000	47560000	0.0001381131344627029	2.111212657236631
chr1	47900000	47910000	chr1	48180000	48190000	3.650950042036194e-05	2.111212657236631
chr1	47990000	48000000	chr1	48170000	48180000	4.0109893260138646e-05	2.111212657236631
chr1	48200000	48210000	chr1	48550000	48560000	0.0017814778234584792	2.111212657236631
chr1	48200000	48210000	chr1	48690000	48700000	0.001618541820394297	2.599207668339954
chr1	48210000	48220000	chr1	48450000	48460000	0.03343806782696742	2.111212657236631
chr1	48570000	48580000	chr1	48680000	48690000	3.650950042036194e-05	2.111212657236631
chr1	48570000	48580000	chr1	48960000	48970000	0.0024570763364546075	2.111212657236631
chr1	49020000	49030000	chr1	50800000	50810000	0.0007809289838652952	2.111212657236631
chr1	49030000	49040000	chr1	49150000	49160000	0.0019986206227415575	2.111212657236631
chr1	49030000	49040000	chr1	49280000	49290000	0.00044408610491083295	2.111212657236631
chr1	49030000	49040000	chr1	49350000	49360000	0.004498433231658721	2.599207668339954
chr1	49150000	49160000	chr1	50800000	50810000	0.03343806782696742	2.599207668339954
chr1	49370000	49380000	chr1	50800000	50810000	0.0018720746731085358	2.111212657236631
chr1	50830000	50840000	chr1	51180000	51190000	0.00016148462399807884	2.111212657236631
chr1	50830000	50840000	chr1	51510000	51520000	0.0205555679827111	2.111212657236631
chr1	50840000	50850000	chr1	51060000	51070000	1.4287465194517956e-05	2.111212657236631
chr1	51080000	51090000	chr1	51180000	51190000	0.0003298484603110115	2.111212657236631
chr1	51230000	51240000	chr1	51650000	51660000	0.0003762898392336062	2.111212657236631
chr1	51230000	51240000	chr1	51390000	51400000	0.00626592854479768	2.111212657236631
chr1	51230000	51240000	chr1	51510000	51520000	8.869127139624556e-05	2.111212657236631
chr1	51550000	51560000	chr1	51640000	51650000	0.003951205198168295	2.111212657236631
chr1	52090000	52100000	chr1	52230000	52240000	0.0013880437287168627	2.111212657236631
chr1	52280000	52290000	chr1	52470000	52480000	0.03605684671545802	2.111212657236631
chr1	52360000	52370000	chr1	52460000	52470000	5.837777373844666e-05	2.111212657236631
chr1	52590000	52600000	chr1	52760000	52770000	5.837777373844666e-05	2.111212657236631
chr1	52590000	52600000	chr1	53140000	53150000	0.01909899575087087	2.111212657236631
chr1	52870000	52880000	chr1	53140000	53150000	0.0007389417879162573	2.111212657236631
chr1	53170000	53180000	chr1	53650000	53660000	0.00016148462399807884	2.599207668339954
chr1	53290000	53300000	chr1	53640000	53650000	0.0017328453669434893	2.111212657236631
chr1	53370000	53380000	chr1	53640000	53650000	0.020067958626761213	2.111212657236631
chr1	53740000	53750000	chr1	53860000	53870000	1.2960140937823272e-05	2.111212657236631
chr1	53950000	53960000	chr1	54150000	54160000	0.0004995264830052165	2.111212657236631
chr1	54330000	54340000	chr1	54510000	54520000	0.038011371109983726	2.111212657236631
chr1	54330000	54340000	chr1	55260000	55270000	0.018080961402081413	2.599207668339954
chr1	54530000	54540000	chr1	55270000	55280000	0.0021678126650527944	2.111212657236631
chr1	54580000	54590000	chr1	54950000	54960000	0.0021678126650527944	2.599207668339954
chr1	54780000	54790000	chr1	54950000	54960000	0.015659954102429003	2.111212657236631
chr1	54870000	54880000	chr1	54950000	54960000	0.009528061010584102	2.111212657236631
chr1	54960000	54970000	chr1	55270000	55280000	0.0017814778234584792	2.111212657236631
chr1	55130000	55140000	chr1	55270000	55280000	0.002188762579765073	2.111212657236631
chr1	55610000	55620000	chr1	55730000	55740000	1.2960140937823272e-05	2.111212657236631
chr1	146960000	146970000	chr1	147360000	147370000	0.021813852389943034	2.111212657236631
chr1	149930000	149940000	chr1	150150000	150160000	0.0013570895692292066	2.111212657236631
chr1	149930000	149940000	chr1	150020000	150030000	0.00016707923575327456	2.111212657236631
chr1	150040000	150050000	chr1	150150000	150160000	0.0003378387046863066	2.599207668339954
chr1	150220000	150230000	chr1	150520000	150530000	0.021064166979580808	2.111212657236631
chr1	150230000	150240000	chr1	150960000	150970000	0.02155339451174601	2.599207668339954
chr1	150310000	150320000	chr1	150920000	150930000	0.02590428089258921	2.111212657236631
chr1	150440000	150450000	chr1	150780000	150790000	0.016170766635634725	2.111212657236631
chr1	150530000	150540000	chr1	150780000	150790000	0.0020341685782907532	2.111212657236631
chr1	150600000	150610000	chr1	150780000	150790000	0.00016966910986831717	2.111212657236631
chr1	150990000	151000000	chr1	151120000	151130000	0.0014551174143250308	2.111212657236631
chr1	151250000	151260000	chr1	151800000	151810000	0.04032949785274739	2.599207668339954
chr1	151270000	151280000	chr1	151380000	151390000	0.029782922815448067	2.111212657236631
chr1	151400000	151410000	chr1	151700000	151710000	0.011512137238084795	2.111212657236631
chr1	151410000	151420000	chr1	151550000	151560000	0.03650949365282964	2.599207668339954
chr1	151490000	151500000	chr1	151700000	151710000	0.004527266172495224	2.111212657236631
chr1	151560000	151570000	chr1	151700000	151710000	0.02313469429245674	2.111212657236631
chr1	151560000	151570000	chr1	151800000	151810000	0.013861316728494886	2.111212657236631
chr1	151710000	151720000	chr1	151800000	151810000	0.040787997215741605	2.111212657236631
chr1	151890000	151900000	chr1	151980000	151990000	0.007338068746665583	2.599207668339954
chr1	152020000	152030000	chr1	152150000	152160000	0.0013467776681941944	2.111212657236631
chr1	152030000	152040000	chr1	152420000	152430000	0.000831944375367443	2.111212657236631
chr1	152100000	152110000	chr1	152420000	152430000	0.008097118395379847	2.111212657236631
chr1	152160000	152170000	chr1	152420000	152430000	0.00017249092356197857	2.111212657236631
chr1	152170000	152180000	chr1	152310000	152320000	0.002385319727422004	2.111212657236631
chr1	152320000	152330000	chr1	152420000	152430000	0.019552426301801373	2.111212657236631
chr1	152520000	152530000	chr1	153180000	153190000	0.009096155648463859	2.111212657236631
chr1	152620000	152630000	chr1	152830000	152840000	0.00014899204253496418	2.111212657236631
chr1	152620000	152630000	chr1	153180000	153190000	0.0010244670092356028	2.599207668339954
chr1	152830000	152840000	chr1	153170000	153180000	0.0002876754448760717	2.111212657236631
chr1	152900000	152910000	chr1	153000000	153010000	0.011805467173259821	2.111212657236631
chr1	152900000	152910000	chr1	153160000	153170000	0.0004110318442398764	2.111212657236631
chr1	153320000	153330000	chr1	153460000	153470000	3.2384036037536033e-05	2.111212657236631
chr1	153480000	153490000	chr1	153610000	153620000	0.046314829055942364	2.111212657236631
chr1	153480000	153490000	chr1	153720000	153730000	0.02313469429245674	2.111212657236631
chr1	153640000	153650000	chr1	153950000	153960000	0.011588560016312333	2.111212657236631
chr1	153770000	153780000	chr1	153950000	153960000	0.00016958789835746908	2.111212657236631
chr1	154140000	154150000	chr1	154230000	154240000	0.014134099000499794	2.111212657236631
chr1	154450000	154460000	chr1	155050000	155060000	0.03438347407675343	2.111212657236631
chr1	154460000	154470000	chr1	154910000	154920000	0.027641094972640463	2.111212657236631
chr1	154520000	154530000	chr1	155040000	155050000	0.011805467173259821	2.111212657236631
