BIN1_CHR	BIN1_START	BIN1_END	BIN2_CHROMOSOME	BIN2_START	BIN2_END	FDR	DETECTION_SCALE
chr1	114520000	114530000	chr1	115230000	115240000	0.03367180787627498	2.599207668339954
chr1	114530000	114540000	chr1	114820000	114830000	0.001153471420343691	2.111212657236631
chr1	114890000	114900000	chr1	115090000	115100000	0.033879175461361336	3.2
chr1	115520000	115530000	chr1	115650000	115660000	0.0002237258698267186	2.111212657236631
chr1	115520000	115530000	chr1	116000000	116010000	0.035914927265403934	2.111212657236631
chr1	115520000	115530000	chr1	116130000	116140000	0.00014951706394875395	2.111212657236631
chr1	115580000	115590000	chr1	116120000	116130000	0.033021632223910385	2.111212657236631
chr1	115680000	115690000	chr1	116000000	116010000	0.0001513728766894087	2.111212657236631
chr1	115680000	115690000	chr1	116130000	116140000	0.00033702075800754003	2.111212657236631
chr1	116150000	116160000	chr1	116310000	116320000	8.417381266430841e-05	2.111212657236631
chr1	116340000	116350000	chr1	116520000	116530000	0.004971387659127732	2.111212657236631
chr1	116340000	116350000	chr1	117030000	117040000	0.006303215482986146	2.111212657236631
chr1	116670000	116680000	chr1	117590000	117600000	0.04067530338455271	3.6758347359905126
chr1	116680000	116690000	chr1	117660000	117670000	0.01223717992057348	2.111212657236631
chr1	116680000	116690000	chr1	117030000	117040000	4.82033783888447e-06	2.111212657236631
chr1	116690000	116700000	chr1	116930000	116940000	0.004971387659127732	3.2
chr1	117110000	117120000	chr1	117590000	117600000	0.0073693563489576	3.6758347359905126
chr1	117270000	117280000	chr1	117590000	117600000	0.00011773719642986791	2.111212657236631
chr1	117610000	117620000	chr1	118050000	118060000	0.035759220846438275	2.111212657236631
chr1	117620000	117630000	chr1	118290000	118300000	0.002582054542406086	2.111212657236631
chr1	117620000	117630000	chr1	118450000	118460000	0.0010294740302501807	3.2
chr1	117670000	117680000	chr1	117820000	117830000	8.731631043758868e-05	2.111212657236631
chr1	117850000	117860000	chr1	118300000	118310000	0.03369839499235156	2.111212657236631
chr1	117850000	117860000	chr1	118440000	118450000	0.028541328480952737	3.2
chr1	118050000	118060000	chr1	118430000	118440000	0.0002528682972489135	2.111212657236631
chr1	118060000	118070000	chr1	118300000	118310000	2.3487139353450817e-05	2.111212657236631
chr1	118070000	118080000	chr1	118210000	118220000	0.013980880342541267	2.599207668339954
chr1	120140000	120150000	chr1	120410000	120420000	0.03367180787627498	2.111212657236631
chr1	120150000	120160000	chr1	120270000	120280000	0.00014951706394875395	2.111212657236631
chr1	120870000	120880000	chr1	121300000	121310000	0.022522414963555146	2.111212657236631
chr1	920000	930000	chr1	1220000	1230000	0.025184508997131094	2.111212657236631
chr1	980000	990000	chr1	1220000	1230000	0.03907791368803198	5.571523605095194
chr1	1050000	1060000	chr1	1220000	1230000	0.01631016639464561	2.111212657236631
chr1	1700000	1710000	chr1	1830000	1840000	0.0010199326410372874	2.111212657236631
chr1	1870000	1880000	chr1	1970000	1980000	0.0002944235438663821	2.111212657236631
chr1	2130000	2140000	chr1	2310000	2320000	1.5820827236279199e-06	2.111212657236631
chr1	2140000	2150000	chr1	2240000	2250000	0.006922739674213073	2.111212657236631
chr1	2340000	2350000	chr1	2480000	2490000	0.006685910699080366	2.111212657236631
chr1	2350000	2360000	chr1	2710000	2720000	0.0006067758703040384	2.111212657236631
chr1	2350000	2360000	chr1	3340000	3350000	0.004704364548043456	2.111212657236631
chr1	2520000	2530000	chr1	3340000	3350000	0.0471642082418828	2.599207668339954
chr1	2770000	2780000	chr1	3330000	3340000	0.03219344419426438	2.599207668339954
chr1	2930000	2940000	chr1	3330000	3340000	0.009537693321079056	2.111212657236631
chr1	3400000	3410000	chr1	3530000	3540000	0.004114698539046183	4.222425314473262
chr1	5570000	5580000	chr1	5800000	5810000	0.008268857268276869	2.111212657236631
chr1	6100000	6110000	chr1	6230000	6240000	0.007610078081732974	2.111212657236631
chr1	6100000	6110000	chr1	6300000	6310000	0.001860054769831665	2.111212657236631
chr1	6140000	6150000	chr1	6260000	6270000	0.03049562196046084	3.6758347359905126
chr1	6300000	6310000	chr1	6470000	6480000	0.004114698539046183	2.111212657236631
chr1	6300000	6310000	chr1	6530000	6540000	0.0005762260239444509	2.111212657236631
chr1	6300000	6310000	chr1	6690000	6700000	0.04846777653167398	2.111212657236631
chr1	6310000	6320000	chr1	6390000	6400000	1.2359383557924986e-05	2.111212657236631
chr1	6400000	6410000	chr1	6530000	6540000	0.011152257854771312	2.111212657236631
chr1	6550000	6560000	chr1	6700000	6710000	0.009626840621324942	2.599207668339954
chr1	6550000	6560000	chr1	7270000	7280000	0.0377073103992653	2.599207668339954
chr1	6770000	6780000	chr1	7270000	7280000	0.0003436885916591231	2.111212657236631
chr1	6780000	6790000	chr1	6960000	6970000	0.021035853821907806	2.111212657236631
chr1	6780000	6790000	chr1	7120000	7130000	0.001860054769831665	2.111212657236631
chr1	6780000	6790000	chr1	7690000	7700000	0.03258912988742549	3.6758347359905126
chr1	6850000	6860000	chr1	6940000	6950000	0.0001684827908733074	2.111212657236631
chr1	6850000	6860000	chr1	7120000	7130000	0.04695646768996677	2.111212657236631
chr1	7100000	7110000	chr1	7690000	7700000	0.013227777528901296	2.111212657236631
chr1	7280000	7290000	chr1	7700000	7710000	0.028944019734120814	2.111212657236631
chr1	7730000	7740000	chr1	7810000	7820000	0.0005177736434247642	2.111212657236631
chr1	7730000	7740000	chr1	7960000	7970000	0.012050870334703263	2.111212657236631
chr1	7730000	7740000	chr1	8390000	8400000	0.009537693321079056	2.111212657236631
chr1	7860000	7870000	chr1	8400000	8410000	0.02818126635363757	2.599207668339954
chr1	8040000	8050000	chr1	8390000	8400000	1.5820827236279199e-06	3.2
chr1	8030000	8040000	chr1	8900000	8910000	0.0015275283145096995	2.111212657236631
chr1	8040000	8050000	chr1	8780000	8790000	0.0007050488809764742	2.111212657236631
chr1	8080000	8090000	chr1	8290000	8300000	0.0005762260239444509	2.599207668339954
chr1	8410000	8420000	chr1	9060000	9070000	0.04946737836195911	2.111212657236631
chr1	8430000	8440000	chr1	8900000	8910000	0.006685910699080366	2.111212657236631
chr1	8620000	8630000	chr1	8770000	8780000	0.007934861975962415	2.599207668339954
chr1	8620000	8630000	chr1	8900000	8910000	0.025184508997131094	2.111212657236631
chr1	8980000	8990000	chr1	9150000	9160000	0.011167511405563635	2.111212657236631
chr1	8980000	8990000	chr1	9550000	9560000	0.0024171092444319245	2.111212657236631
chr1	9170000	9180000	chr1	9260000	9270000	0.017619038220191847	2.599207668339954
chr1	9320000	9330000	chr1	9630000	9640000	0.0015050377331434295	2.111212657236631
chr1	9330000	9340000	chr1	9540000	9550000	2.731634468622346e-07	2.111212657236631
chr1	9680000	9690000	chr1	10480000	10490000	0.007182746518922803	2.111212657236631
chr1	9680000	9690000	chr1	9920000	9930000	0.043847486212113755	2.111212657236631
chr1	9680000	9690000	chr1	9980000	9990000	0.029368333917921974	2.111212657236631
chr1	9680000	9690000	chr1	10390000	10400000	0.0430199643369202	2.599207668339954
chr1	9750000	9760000	chr1	10490000	10500000	0.04994777415485558	2.599207668339954
chr1	9840000	9850000	chr1	9920000	9930000	0.0008027026114583221	2.111212657236631
chr1	9840000	9850000	chr1	9990000	10000000	0.02818126635363757	2.111212657236631
chr1	9930000	9940000	chr1	10480000	10490000	0.02818126635363757	2.111212657236631
chr1	10000000	10010000	chr1	10480000	10490000	0.040960089664806465	2.111212657236631
chr1	10560000	10570000	chr1	11000000	11010000	0.0029544505785441544	2.599207668339954
chr1	10560000	10570000	chr1	11710000	11720000	0.006685910699080366	2.599207668339954
chr1	10570000	10580000	chr1	10930000	10940000	0.0042892192205814875	2.111212657236631
chr1	10730000	10740000	chr1	10920000	10930000	0.002310283044887866	2.111212657236631
chr1	10750000	10760000	chr1	10850000	10860000	6.908235734830181e-05	2.111212657236631
chr1	11090000	11100000	chr1	11700000	11710000	7.239635897990533e-05	2.111212657236631
chr1	11100000	11110000	chr1	11780000	11790000	0.01266306492787132	2.111212657236631
chr1	11100000	11110000	chr1	11950000	11960000	0.007610078081732974	2.599207668339954
chr1	11310000	11320000	chr1	11700000	11710000	0.006685910699080366	2.111212657236631
chr1	11890000	11900000	chr1	12030000	12040000	0.030502508614171364	2.111212657236631
chr1	12180000	12190000	chr1	12260000	12270000	3.45095493439751e-06	2.111212657236631
chr1	12370000	12380000	chr1	12710000	12720000	0.007086696517671311	2.111212657236631
chr1	12430000	12440000	chr1	12670000	12680000	0.025333775269687577	2.111212657236631
chr1	14910000	14920000	chr1	15390000	15400000	0.008268857268276869	3.2
chr1	15120000	15130000	chr1	15380000	15390000	0.0007987720891275973	4.222425314473262
chr1	15240000	15250000	chr1	15350000	15360000	0.0048490208025913	2.111212657236631
chr1	15450000	15460000	chr1	15620000	15630000	1.8405797923504164e-05	2.111212657236631
chr1	15650000	15660000	chr1	15750000	15760000	0.00033158424554552424	2.111212657236631
chr1	15910000	15920000	chr1	16060000	16070000	0.02553281377813617	2.111212657236631
chr1	16110000	16120000	chr1	16340000	16350000	0.03049562196046084	3.6758347359905126
chr1	16120000	16130000	chr1	16250000	16260000	0.04846777653167398	2.599207668339954
chr1	16400000	16410000	chr1	16520000	16530000	0.0006342133342576675	2.111212657236631
chr1	16410000	16420000	chr1	16680000	16690000	0.04201896342088915	2.111212657236631
chr1	16740000	16750000	chr1	17260000	17270000	0.047101109926612005	2.111212657236631
chr1	16830000	16840000	chr1	17230000	17240000	0.00023673876180629883	2.111212657236631
chr1	16850000	16860000	chr1	17070000	17080000	0.009273448323747725	3.2
chr1	16980000	16990000	chr1	17070000	17080000	0.00015616489804681777	2.111212657236631
chr1	16990000	17000000	chr1	17200000	17210000	0.018374091251414024	2.111212657236631
chr1	17280000	17290000	chr1	17360000	17370000	0.0005299382236832254	2.111212657236631
chr1	17380000	17390000	chr1	17730000	17740000	0.0042892192205814875	2.111212657236631
chr1	17430000	17440000	chr1	17700000	17710000	0.025184508997131094	5.198415336679908
chr1	17450000	17460000	chr1	17560000	17570000	0.0003436885916591231	2.111212657236631
chr1	17750000	17760000	chr1	17950000	17960000	0.04846777653167398	2.111212657236631
chr1	17830000	17840000	chr1	17930000	17940000	0.00038226917626860146	2.599207668339954
chr1	18020000	18030000	chr1	18900000	18910000	0.023618529137012692	3.2
chr1	18020000	18030000	chr1	19200000	19210000	0.03907791368803198	2.111212657236631
chr1	18440000	18450000	chr1	18890000	18900000	0.04229334944996984	3.2
chr1	18620000	18630000	chr1	18900000	18910000	0.008268857268276869	2.111212657236631
chr1	18920000	18930000	chr1	19140000	19150000	0.0006067758703040384	2.111212657236631
chr1	18930000	18940000	chr1	19010000	19020000	0.00018161105700544855	2.111212657236631
chr1	19020000	19030000	chr1	19140000	19150000	0.033072952687526296	2.111212657236631
chr1	19210000	19220000	chr1	19560000	19570000	0.001508470139471947	2.111212657236631
chr1	19230000	19240000	chr1	19410000	19420000	1.5820827236279199e-06	2.111212657236631
chr1	19820000	19830000	chr1	19900000	19910000	0.0428633522199601	2.111212657236631
chr1	55540000	55550000	chr1	57270000	57280000	0.022130539440617766	2.111212657236631
chr1	55600000	55610000	chr1	57270000	57280000	0.009211203311510286	2.111212657236631
chr1	55750000	55760000	chr1	57050000	57060000	0.0017392983202790394	2.111212657236631
chr1	55750000	55760000	chr1	57170000	57180000	0.02041001960672569	2.111212657236631
chr1	55750000	55760000	chr1	57280000	57290000	0.0033091776272818896	2.111212657236631
chr1	55830000	55840000	chr1	57050000	57060000	0.0046126057717357245	2.111212657236631
chr1	55940000	55950000	chr1	57050000	57060000	0.022130539440617766	2.599207668339954
chr1	56370000	56380000	chr1	57040000	57050000	0.014096777142491307	2.111212657236631
chr1	56860000	56870000	chr1	57030000	57040000	0.002087201666786207	2.111212657236631
chr1	57070000	57080000	chr1	57270000	57280000	0.01485693037129662	2.599207668339954
chr1	57060000	57070000	chr1	57170000	57180000	0.002647330128253306	2.111212657236631
chr1	57300000	57310000	chr1	57430000	57440000	0.007869673885656276	2.111212657236631
chr1	57320000	57330000	chr1	58910000	58920000	0.038886355392563896	3.2
chr1	58800000	58810000	chr1	60230000	60240000	0.04873493014571582	3.2
chr1	58930000	58940000	chr1	60420000	60430000	0.04562735721051428	2.111212657236631
chr1	58970000	58980000	chr1	60210000	60220000	0.005519650377403596	3.6758347359905126
chr1	58970000	58980000	chr1	60320000	60330000	0.048244584161213765	2.111212657236631
chr1	58990000	59000000	chr1	59120000	59130000	1.0432158516815448e-06	2.599207668339954
chr1	58980000	58990000	chr1	59220000	59230000	0.0072124159995660886	2.111212657236631
chr1	58980000	58990000	chr1	60160000	60170000	0.03867795744751076	2.111212657236631
chr1	59120000	59130000	chr1	60220000	60230000	0.014082304888740715	2.111212657236631
chr1	59150000	59160000	chr1	60290000	60300000	0.04083158831707647	2.111212657236631
chr1	59200000	59210000	chr1	59760000	59770000	0.023484136423343988	2.599207668339954
chr1	59220000	59230000	chr1	60160000	60170000	0.0017392983202790394	4.222425314473262
chr1	59200000	59210000	chr1	60220000	60230000	0.022130539440617766	2.111212657236631
chr1	59270000	59280000	chr1	59350000	59360000	0.0091306807215655	2.111212657236631
chr1	59260000	59270000	chr1	60150000	60160000	0.01778449480616947	2.111212657236631
chr1	59750000	59760000	chr1	60160000	60170000	0.009211203311510286	2.111212657236631
chr1	60440000	60450000	chr1	61490000	61500000	0.02136373351441318	2.111212657236631
chr1	60750000	60760000	chr1	61250000	61260000	0.04704697436255065	5.198415336679908
chr1	61310000	61320000	chr1	61490000	61500000	0.0017970656302813979	2.111212657236631
chr1	61310000	61320000	chr1	62310000	62320000	0.010995372040797776	2.111212657236631
chr1	61450000	61460000	chr1	62060000	62070000	0.04704697436255065	3.2
chr1	61440000	61450000	chr1	62310000	62320000	0.00567501827697271	2.111212657236631
chr1	61440000	61450000	chr1	61920000	61930000	0.02207922520025631	2.111212657236631
chr1	61510000	61520000	chr1	61920000	61930000	0.0016849268631805299	2.111212657236631
chr1	61520000	61530000	chr1	61790000	61800000	0.0004625426747285961	2.111212657236631
chr1	61530000	61540000	chr1	61610000	61620000	0.0020210127247492285	2.599207668339954
chr1	61610000	61620000	chr1	61790000	61800000	0.014803387288017562	2.111212657236631
chr1	61610000	61620000	chr1	61910000	61920000	0.048244584161213765	2.111212657236631
chr1	61810000	61820000	chr1	61910000	61920000	0.029109520201503956	2.111212657236631
chr1	62630000	62640000	chr1	62870000	62880000	5.00785204076426e-05	2.111212657236631
chr1	62630000	62640000	chr1	63210000	63220000	0.0006841403059257025	2.111212657236631
chr1	62900000	62910000	chr1	63210000	63220000	0.00567501827697271	2.111212657236631
chr1	62900000	62910000	chr1	63990000	64000000	0.04390024569787106	2.111212657236631
chr1	62970000	62980000	chr1	63210000	63220000	0.0013820767516012672	2.111212657236631
chr1	63300000	63310000	chr1	64010000	64020000	0.04092735061024707	2.111212657236631
chr1	63780000	63790000	chr1	63900000	63910000	0.0003963075575696695	2.599207668339954
chr1	63780000	63790000	chr1	63990000	64000000	0.00978206653127118	2.599207668339954
chr1	63930000	63940000	chr1	64700000	64710000	0.010995372040797776	2.111212657236631
chr1	64080000	64090000	chr1	64700000	64710000	3.0036816890821604e-05	2.111212657236631
chr1	64080000	64090000	chr1	65290000	65300000	0.04474526064302812	2.599207668339954
chr1	64150000	64160000	chr1	64610000	64620000	0.004573679067550161	2.111212657236631
chr1	64150000	64160000	chr1	64700000	64710000	0.00028109611227561024	2.111212657236631
chr1	64230000	64240000	chr1	64600000	64610000	0.020343720288946966	2.599207668339954
chr1	64310000	64320000	chr1	64600000	64610000	0.013393432300349006	2.111212657236631
chr1	64400000	64410000	chr1	64600000	64610000	0.014522058751374571	2.599207668339954
chr1	64720000	64730000	chr1	65280000	65290000	0.0007946597571917213	2.111212657236631
chr1	64730000	64740000	chr1	64950000	64960000	0.000337845491056938	2.111212657236631
chr1	64730000	64740000	chr1	65030000	65040000	0.012116752655222524	2.111212657236631
chr1	64730000	64740000	chr1	65130000	65140000	0.0029825556388848023	2.111212657236631
chr1	65150000	65160000	chr1	65280000	65290000	0.0021176710256727506	2.111212657236631
chr1	65340000	65350000	chr1	65430000	65440000	0.00014871483149439868	2.111212657236631
chr1	65530000	65540000	chr1	65670000	65680000	0.00011888253333358078	2.111212657236631
chr1	65520000	65530000	chr1	65900000	65910000	0.03952348281492939	2.599207668339954
chr1	65520000	65530000	chr1	66150000	66160000	0.000485368723674138	2.111212657236631
chr1	65640000	65650000	chr1	66740000	66750000	0.02538579809405238	2.111212657236631
chr1	65690000	65700000	chr1	66150000	66160000	0.00040805695194625203	2.111212657236631
chr1	65710000	65720000	chr1	65890000	65900000	0.047637064000963174	2.111212657236631
chr1	65750000	65760000	chr1	66130000	66140000	0.0399090260408551	6.4
chr1	66420000	66430000	chr1	66700000	66710000	6.345056765277857e-07	2.111212657236631
chr1	66420000	66430000	chr1	66920000	66930000	0.00014871483149439868	2.111212657236631
chr1	66420000	66430000	chr1	67190000	67200000	0.00333956730268122	2.111212657236631
chr1	66720000	66730000	chr1	66900000	66910000	2.660625905148706e-07	2.111212657236631
chr1	66810000	66820000	chr1	66890000	66900000	0.0058584691596576255	2.111212657236631
chr1	66940000	66950000	chr1	67180000	67190000	0.014522058751374571	2.599207668339954
chr1	67230000	67240000	chr1	67610000	67620000	0.0013007701319486106	2.111212657236631
chr1	67230000	67240000	chr1	67670000	67680000	0.00567501827697271	2.111212657236631
chr1	67460000	67470000	chr1	67610000	67620000	0.0009802933499127614	2.111212657236631
chr1	67460000	67470000	chr1	67960000	67970000	0.04800109612387083	2.599207668339954
chr1	67690000	67700000	chr1	67960000	67970000	0.00014871483149439868	2.599207668339954
chr1	67810000	67820000	chr1	67960000	67970000	7.789585489506035e-05	2.111212657236631
chr1	67990000	68000000	chr1	68560000	68570000	0.0008897536224338577	2.599207668339954
chr1	67990000	68000000	chr1	68820000	68830000	0.010989358323854576	2.599207668339954
chr1	68000000	68010000	chr1	68220000	68230000	8.928686283709513e-06	2.111212657236631
chr1	68000000	68010000	chr1	68300000	68310000	0.0009802933499127614	2.111212657236631
chr1	68020000	68030000	chr1	68140000	68150000	0.0020683503617791783	2.111212657236631
chr1	68230000	68240000	chr1	68570000	68580000	0.011872374115765952	2.111212657236631
chr1	68310000	68320000	chr1	68570000	68580000	0.00024279954059138506	2.111212657236631
chr1	68310000	68320000	chr1	68810000	68820000	0.0029825556388848023	2.111212657236631
chr1	68320000	68330000	chr1	68470000	68480000	0.0046126057717357245	2.111212657236631
chr1	68570000	68580000	chr1	68910000	68920000	0.0014187358541474353	2.111212657236631
chr1	68590000	68600000	chr1	68800000	68810000	0.00011888253333358078	2.599207668339954
chr1	68600000	68610000	chr1	68690000	68700000	7.789585489506035e-05	2.111212657236631
chr1	68920000	68930000	chr1	70190000	70200000	0.014286296506726411	2.599207668339954
chr1	69250000	69260000	chr1	70200000	70210000	0.015178282998000406	2.111212657236631
chr1	70590000	70600000	chr1	70970000	70980000	9.011226466767303e-05	2.111212657236631
chr1	70670000	70680000	chr1	70880000	70890000	0.02371498907317963	2.111212657236631
chr1	70690000	70700000	chr1	71530000	71540000	0.00014871483149439868	2.111212657236631
chr1	70690000	70700000	chr1	70780000	70790000	0.0014184700342756058	3.2
chr1	70990000	71000000	chr1	71510000	71520000	0.0027451255754047665	2.111212657236631
chr1	71150000	71160000	chr1	71500000	71510000	0.003227690377648783	2.111212657236631
chr1	71550000	71560000	chr1	72500000	72510000	0.027270387032048524	2.111212657236631
chr1	74300000	74310000	chr1	74460000	74470000	0.006716943925483447	2.111212657236631
chr1	74300000	74310000	chr1	75150000	75160000	0.008140479260203925	2.111212657236631
chr1	75240000	75250000	chr1	75660000	75670000	1.242897482952746e-05	2.111212657236631
chr1	75710000	75720000	chr1	76290000	76300000	0.01837902989341134	3.2
chr1	75720000	75730000	chr1	76070000	76080000	0.0183482782625192	2.599207668339954
chr1	76100000	76110000	chr1	76250000	76260000	0.011082665123776453	2.111212657236631
chr1	76620000	76630000	chr1	77600000	77610000	5.258669090949889e-05	2.111212657236631
chr1	76620000	76630000	chr1	78370000	78380000	0.016163421744209722	2.599207668339954
chr1	76790000	76800000	chr1	77590000	77600000	4.4944190581684496e-05	2.599207668339954
chr1	76900000	76910000	chr1	77590000	77600000	0.042409459080889035	2.111212657236631
chr1	76960000	76970000	chr1	77590000	77600000	0.019658453075852914	2.599207668339954
chr1	77050000	77060000	chr1	77580000	77590000	0.011838474114679687	3.2
chr1	77350000	77360000	chr1	77590000	77600000	0.0007528438253981675	2.111212657236631
chr1	77360000	77370000	chr1	77480000	77490000	7.626026144337914e-05	3.2
chr1	77610000	77620000	chr1	78000000	78010000	0.0006043492664462008	2.111212657236631
chr1	77610000	77620000	chr1	78140000	78150000	0.047373189729688396	2.111212657236631
chr1	77610000	77620000	chr1	78360000	78370000	0.0007528438253981675	2.111212657236631
chr1	77620000	77630000	chr1	78570000	78580000	0.010114864777979666	2.599207668339954
chr1	78180000	78190000	chr1	78420000	78430000	0.0150278168476172	2.111212657236631
chr1	78420000	78430000	chr1	78570000	78580000	0.008491313904068412	2.111212657236631
chr1	78430000	78440000	chr1	79110000	79120000	0.007067747716784346	2.599207668339954
chr1	78590000	78600000	chr1	79140000	79150000	5.258669090949889e-05	2.111212657236631
chr1	78600000	78610000	chr1	78880000	78890000	0.011838474114679687	2.111212657236631
chr1	78600000	78610000	chr1	79010000	79020000	0.03929114967850503	2.111212657236631
chr1	78600000	78610000	chr1	79070000	79080000	4.470282688817661e-06	2.111212657236631
chr1	78630000	78640000	chr1	78800000	78810000	0.01797153848972504	4.222425314473262
chr1	78620000	78630000	chr1	78920000	78930000	0.020014424624463314	3.6758347359905126
chr1	79300000	79310000	chr1	79820000	79830000	0.03668305237707957	2.111212657236631
chr1	79730000	79740000	chr1	79820000	79830000	0.010114864777979666	3.6758347359905126
chr1	81010000	81020000	chr1	81110000	81120000	0.0278104378430401	2.599207668339954
chr1	81770000	81780000	chr1	82240000	82250000	0.009665345288095626	2.111212657236631
chr1	82020000	82030000	chr1	82230000	82240000	0.00020919849626616806	3.6758347359905126
chr1	82010000	82020000	chr1	82420000	82430000	0.03259850859423505	2.599207668339954
chr1	82030000	82040000	chr1	82120000	82130000	0.013015234344575676	2.599207668339954
chr1	82290000	82300000	chr1	82430000	82440000	0.008596062780472742	3.2
chr1	84370000	84380000	chr1	84900000	84910000	0.00021686306780162922	2.111212657236631
chr1	84370000	84380000	chr1	85070000	85080000	0.0007801828891329823	2.599207668339954
chr1	84360000	84370000	chr1	85220000	85230000	0.0023564085692193222	3.2
chr1	84380000	84390000	chr1	84580000	84590000	6.742603266829406e-07	2.599207668339954
chr1	84470000	84480000	chr1	84550000	84560000	0.01544813180024531	2.111212657236631
chr1	84600000	84610000	chr1	84960000	84970000	0.005204884659346414	2.111212657236631
chr1	84600000	84610000	chr1	85070000	85080000	4.4944190581684496e-05	2.111212657236631
chr1	84600000	84610000	chr1	85220000	85230000	0.00019787380578032118	2.111212657236631
chr1	84610000	84620000	chr1	84890000	84900000	2.17341028367161e-05	2.111212657236631
chr1	84900000	84910000	chr1	85070000	85080000	0.015192021098254382	2.111212657236631
chr1	84910000	84920000	chr1	85220000	85230000	0.0023852334145887124	2.111212657236631
chr1	84920000	84930000	chr1	85390000	85400000	0.027094785757556236	2.599207668339954
chr1	85240000	85250000	chr1	85390000	85400000	0.0023564085692193222	2.111212657236631
chr1	85410000	85420000	chr1	85720000	85730000	0.00024359095253689844	2.111212657236631
chr1	85540000	85550000	chr1	86370000	86380000	0.04123658026471962	3.6758347359905126
chr1	85580000	85590000	chr1	85710000	85720000	7.415142073252667e-06	2.111212657236631
chr1	85770000	85780000	chr1	86150000	86160000	4.470282688817661e-06	2.111212657236631
chr1	85770000	85780000	chr1	86300000	86310000	0.000245286452177061	2.599207668339954
chr1	85770000	85780000	chr1	86480000	86490000	0.01986522069472709	2.111212657236631
chr1	85780000	85790000	chr1	86040000	86050000	7.895497056067401e-05	2.111212657236631
chr1	86060000	86070000	chr1	86150000	86160000	0.01837902989341134	2.111212657236631
chr1	86170000	86180000	chr1	86320000	86330000	0.047373189729688396	2.111212657236631
chr1	86850000	86860000	chr1	87170000	87180000	0.0005676296964020964	3.2
chr1	86850000	86860000	chr1	87550000	87560000	0.017231713232235095	2.111212657236631
chr1	86870000	86880000	chr1	86960000	86970000	4.9998567967435295e-05	2.111212657236631
chr1	86960000	86970000	chr1	87150000	87160000	0.0023564085692193222	2.111212657236631
chr1	87230000	87240000	chr1	87550000	87560000	0.03929114967850503	2.111212657236631
chr1	87290000	87300000	chr1	87540000	87550000	0.0006968540980916851	2.599207668339954
chr1	87590000	87600000	chr1	87790000	87800000	0.029597574508867793	2.111212657236631
chr1	87590000	87600000	chr1	89060000	89070000	0.02514012486597827	2.111212657236631
chr1	87600000	87610000	chr1	87750000	87760000	0.012672451159701387	2.111212657236631
chr1	87600000	87610000	chr1	88420000	88430000	0.03424732803407747	2.599207668339954
